Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,User_Count,Developer,Rating,Platform
Jonny Moseley Mad Trix,2001,Sports,3DO,70000.0,50000.0,0.0,20000.0,140000.0,44,57.0,6.0,3DO,T,PS2
Journey,2012,Adventure,Sony Computer Entertainment Europe,40000.0,130000.0,0.0,40000.0,210000.0,92,88.0,1381.0,ThatGameCompany,E,PS3
Judge Dredd: Dredd Vs Death,2003,Shooter,Vivendi Games,10000.0,0.0,0.0,0.0,20000.0,57,67.0,7.0,Rebellion,M,"XB,PS2"
Juiced,2005,Racing,THQ,130000.0,40000.0,0.0,10000.0,180000.0,68,91.0,15.0,Juice Games,T,"XB,PS2"
Juiced 2: Hot Import Nights,2007,Racing,THQ,220000.0,340000.0,0.0,70000.0,630000.0,68,76.0,21.0,Juice Games,T,"X360,PS3,PSP,PS2,PC"
Juiced: Eliminator,2006,Racing,THQ,110000.0,200000.0,0.0,120000.0,420000.0,65,82.0,6.0,Juice Games,T,PSP
Jumper: Griffin's Story,2008,Action,Eidos Interactive,80000.0,0.0,0.0,10000.0,90000.0,28,25.0,11.0,Collision Studios,T,"Wii,X360"
Jurassic Park III: Park Builder,2001,Simulation,Konami Digital Entertainment,40000.0,20000.0,0.0,0.0,60000.0,65,80.0,5.0,Konami,E,GBA
Jurassic Park: Operation Genesis,2003,Simulation,Konami Digital Entertainment,130000.0,100000.0,0.0,30000.0,270000.0,75,89.0,21.0,Blue Tongue Entertainment,T,"PS2,XB,PC"
Jurassic: The Hunted,2009,Shooter,Activision,120000.0,0.0,0.0,10000.0,130000.0,60,72.0,21.0,Activision,T,X360
Just Cause,2006,Action,Eidos Interactive,10000.0,10000.0,0.0,0.0,20000.0,67,79.0,41.0,Avalanche Studios,M,"PS2,PC,X360"
Just Cause 2,2010,Action,Square Enix,590000.0,830000.0,20000.0,170000.0,1600000.0,81,80.0,267.0,Avalanche Studios,M,"X360,PC,PS3"
Just Cause 3,2015,Action,Square Enix,470000.0,1030000.0,70000.0,280000.0,1860000.0,73,65.0,403.0,Avalanche Studios,M,"PS4,PC,XOne"
Just Dance,2009,Misc,Ubisoft,3480000.0,2990000.0,0.0,730000.0,7200000.0,49,80.0,110.0,Ubisoft Paris,E10+,Wii
Just Dance 2,2010,Misc,Ubisoft,5800000.0,2850000.0,10000.0,780000.0,9440000.0,74,73.0,24.0,Ubisoft,E10+,Wii
Just Dance 2014,2013,Misc,Ubisoft,310000.0,230000.0,0.0,50000.0,600000.0,72,76.0,45.0,Ubisoft,E10+,"WiiU,PS3,PS4,X360,XOne"
Just Dance 2015,2014,Misc,Ubisoft,350000.0,130000.0,0.0,50000.0,530000.0,70,75.0,20.0,Ubisoft,E10+,"XOne,PS4,WiiU"
Just Dance 2016,2015,Misc,Ubisoft,270000.0,250000.0,0.0,50000.0,570000.0,73,69.0,11.0,Ubisoft,E10+,"WiiU,XOne,PS4"
Just Dance 3,2011,Misc,Ubisoft,1470000.0,390000.0,0.0,160000.0,2020000.0,70,77.0,17.0,Ubisoft,E10+,"X360,PS3,Wii"
Just Dance 4,2012,Misc,Ubisoft,900000.0,190000.0,0.0,90000.0,1180000.0,77,77.0,36.0,Ubisoft,E10+,"X360,PS3,WiiU,Wii"
Justice League Heroes,2006,Role-Playing,Eidos Interactive,80000.0,0.0,0.0,10000.0,90000.0,43,57.0,7.0,Sensory Sweep,E10+,"DS,PSP"
Justice League Heroes: The Flash,2006,Action,Eidos Interactive,20000.0,10000.0,0.0,0.0,30000.0,72,74.0,7.0,WayForward,E10+,GBA
K-1 World Grand Prix,2002,Sports,Konami Digital Entertainment,40000.0,30000.0,100000.0,10000.0,180000.0,67,90.0,7.0,Konami,T,PS2
KISS Pinball,2001,Action,Take-Two Interactive,170000.0,120000.0,0.0,20000.0,310000.0,26,38.0,8.0,Wildfire Studios,T,PS
KORG DS-10 Synthesizer,2008,Misc,AQ Interactive,190000.0,10000.0,0.0,20000.0,220000.0,82,82.0,13.0,AQ Interactive,E,DS
Kabuki Warriors,2001,Action,Genki,50000.0,10000.0,0.0,0.0,60000.0,32,25.0,12.0,Light Weight,M,XB
Kakuto Chojin,2002,Fighting,Microsoft Game Studios,40000.0,10000.0,0.0,0.0,50000.0,46,72.0,17.0,DreamFactory,T,XB
Kameo: Elements of Power,2005,Action,Microsoft Game Studios,280000.0,30000.0,0.0,30000.0,340000.0,79,81.0,107.0,Rare Ltd.,T,X360
Kao the Kangaroo Round 2,2005,Platform,JoWood Productions,10000.0,10000.0,0.0,0.0,20000.0,58,87.0,7.0,Tate Interactive,E,PS2
Karaoke Revolution,2004,Misc,Konami Digital Entertainment,60000.0,20000.0,0.0,0.0,90000.0,80,85.0,4.0,Secret Level,E,"XB,PS2"
Karaoke Revolution Presents American Idol Encore,2008,Misc,Konami Digital Entertainment,100000.0,0.0,0.0,10000.0,110000.0,70,70.0,6.0,Blitz Games,E,X360
Karaoke Revolution Volume 2,2004,Misc,Konami Digital Entertainment,110000.0,90000.0,0.0,30000.0,230000.0,76,70.0,4.0,Harmonix Music Systems,E,PS2
Karaoke Revolution Volume 3,2004,Misc,Konami Digital Entertainment,160000.0,120000.0,0.0,40000.0,320000.0,82,78.0,10.0,Harmonix Music Systems,E,PS2
Karnaaj Rally,2003,Racing,Jaleco,10000.0,0.0,0.0,0.0,10000.0,81,95.0,4.0,"Infinite Dreams, Paragon 5",E,GBA
Katamari Damacy,2004,Puzzle,Namco Bandai Games,470000.0,20000.0,170000.0,80000.0,730000.0,86,90.0,86.0,Namco,E,PS2
Katamari Forever,2009,Puzzle,Namco Bandai Games,260000.0,40000.0,60000.0,40000.0,400000.0,74,81.0,50.0,Bandai Namco Games,E,PS3
Kelly Slater's Pro Surfer,2002,Sports,Activision,160000.0,130000.0,0.0,40000.0,330000.0,77,84.0,15.0,Treyarch,E,"PS2,XB"
Kengo: Legend of The 9,2006,Fighting,Majesco Entertainment,60000.0,10000.0,0.0,10000.0,70000.0,38,41.0,14.0,Genki,M,X360
Kengo: Master of Bushido,2000,Fighting,Ubisoft,160000.0,130000.0,60000.0,40000.0,390000.0,62,84.0,8.0,Light Weight,M,PS2
Kenka Bancho: Badass Rumble,2008,Action,Spike,60000.0,0.0,200000.0,10000.0,280000.0,70,75.0,6.0,Bullets,T,PSP
Kessen,2000,Strategy,Electronic Arts,270000.0,210000.0,410000.0,70000.0,950000.0,75,84.0,12.0,Koei,T,PS2
Kessen II,2001,Strategy,THQ,130000.0,100000.0,200000.0,30000.0,460000.0,71,83.0,22.0,Koei,T,PS2
Kessen III,2004,Strategy,Tecmo Koei,40000.0,30000.0,0.0,10000.0,70000.0,73,81.0,20.0,Koei,T,PS2
Kid Icarus: Uprising,2012,Action,Nintendo,480000.0,350000.0,360000.0,70000.0,1270000.0,83,87.0,487.0,"Opus, Project Sora",E10+,3DS
Kill.Switch,2003,Shooter,Namco Bandai Games,180000.0,50000.0,0.0,10000.0,240000.0,75,80.0,7.0,Namco,T,"XB,PS2"
Killer is Dead,2013,Action,Deep Silver,120000.0,30000.0,50000.0,30000.0,230000.0,64,79.0,215.0,Grasshopper Manufacture,M,"PS3,X360"
Killer7,2005,Action,Capcom,40000.0,30000.0,0.0,10000.0,90000.0,70,81.0,36.0,Grasshopper Manufacture,M,"PS2,GC"
Killzone,2004,Shooter,Sony Computer Entertainment,790000.0,30000.0,0.0,130000.0,940000.0,70,74.0,254.0,Guerrilla,M,PS2
Killzone 2,2009,Shooter,Sony Computer Entertainment,1400000.0,1060000.0,80000.0,470000.0,3010000.0,91,81.0,1505.0,Guerrilla,M,PS3
Killzone 3,2011,Shooter,Sony Computer Entertainment,1450000.0,860000.0,90000.0,380000.0,2770000.0,84,79.0,942.0,Guerrilla,M,PS3
Killzone: Liberation,2006,Shooter,Sony Computer Entertainment,440000.0,270000.0,0.0,180000.0,890000.0,77,83.0,80.0,Guerrilla,T,PSP
Killzone: Mercenary,2013,Shooter,Sony Computer Entertainment Europe,200000.0,390000.0,40000.0,170000.0,800000.0,78,89.0,513.0,Guerilla Cambridge,M,PSV
Killzone: Shadow Fall,2013,Shooter,Sony Computer Entertainment,890000.0,1330000.0,80000.0,390000.0,2690000.0,73,68.0,2102.0,Guerrilla,M,PS4
Kinect Adventures!,2010,Misc,Microsoft Game Studios,15000000.0,4890000.0,240000.0,1690000.0,21810000.0,61,63.0,106.0,Good Science Studio,E,X360
Kinect Joy Ride,2010,Racing,Microsoft Game Studios,920000.0,390000.0,0.0,120000.0,1430000.0,52,50.0,20.0,BigPark,E,X360
Kinect Rush: A Disney Pixar Adventure,2012,Adventure,Microsoft Game Studios,380000.0,150000.0,0.0,50000.0,580000.0,68,51.0,15.0,Asobo Studio,E,X360
Kinect Sports,2010,Sports,Microsoft Game Studios,3920000.0,1730000.0,30000.0,510000.0,6190000.0,73,74.0,95.0,Rare Ltd.,E10+,X360
Kinect Sports Rivals,2014,Sports,Microsoft Game Studios,300000.0,230000.0,20000.0,50000.0,600000.0,60,51.0,144.0,Microsoft Game Studios,E10+,XOne
Kinect Sports: Season Two,2011,Sports,Microsoft Game Studios,1380000.0,720000.0,20000.0,220000.0,2340000.0,66,65.0,39.0,"Rare Ltd., BigPark",E,X360
Kinect Star Wars,2012,Action,Microsoft Game Studios,1050000.0,520000.0,30000.0,140000.0,1740000.0,55,35.0,145.0,Terminal Reality,T,X360
Kinect: Disneyland Adventures,2011,Misc,Microsoft Game Studios,1730000.0,430000.0,20000.0,170000.0,2350000.0,73,29.0,67.0,Frontier Developments,E10+,X360
Kinectimals,2010,Simulation,Microsoft Game Studios,1020000.0,460000.0,0.0,130000.0,1620000.0,74,31.0,69.0,Frontier Developments,E,X360
Kinetica,2001,Racing,Sony Computer Entertainment,160000.0,120000.0,0.0,40000.0,320000.0,77,83.0,21.0,SCE Santa Monica,T,PS2
King Arthur,2004,Action,Konami Digital Entertainment,70000.0,50000.0,0.0,20000.0,130000.0,59,80.0,10.0,Krome Studios,T,PS2
King of Fighters: Maximum Impact,2004,Fighting,Ignition Entertainment,130000.0,100000.0,0.0,30000.0,260000.0,64,69.0,12.0,SNK Playmore,T,PS2
King's Bounty: Armored Princess,2009,Role-Playing,1C Company,0.0,10000.0,0.0,0.0,10000.0,82,86.0,158.0,Katauri Interactive,T,PC
King's Field: The Ancient City,2001,Role-Playing,Metro 3D,50000.0,40000.0,0.0,10000.0,100000.0,60,85.0,13.0,From Software,T,PS2
Kingdom Hearts,2002,Role-Playing,Sony Computer Entertainment,3640000.0,1200000.0,1490000.0,70000.0,6400000.0,85,88.0,597.0,SquareSoft,E,PS2
Kingdom Hearts 358/2 Days,2009,Role-Playing,Square Enix,1060000.0,260000.0,530000.0,130000.0,1980000.0,75,78.0,162.0,h.a.n.d. Inc.,E10+,DS
Kingdom Hearts 3D: Dream Drop Distance,2012,Action,Square Enix,880000.0,260000.0,340000.0,100000.0,1580000.0,75,82.0,267.0,Square Enix,E10+,3DS
Kingdom Hearts II,2005,Role-Playing,Square Enix,2200000.0,580000.0,1380000.0,170000.0,4330000.0,87,90.0,766.0,Square Enix,E10+,PS2
Kingdom Hearts Re: Chain of Memories,2008,Role-Playing,Square Enix,730000.0,30000.0,0.0,120000.0,870000.0,68,72.0,105.0,Jupiter Corporation,E10+,PS2
Kingdom Hearts Re:coded,2010,Role-Playing,Square Enix,530000.0,90000.0,270000.0,50000.0,930000.0,66,70.0,76.0,"Square Enix, h.a.n.d. Inc.",E10+,DS
Kingdom Hearts: Birth by Sleep,2010,Role-Playing,Square Enix,630000.0,410000.0,750000.0,260000.0,2060000.0,82,86.0,208.0,Square Enix,E10+,PSP
Kingdom Hearts: Chain of Memories,2004,Role-Playing,Square Enix,1260000.0,180000.0,350000.0,60000.0,1850000.0,76,79.0,84.0,Jupiter Corporation,E,GBA
Kingdom Under Fire: Circle of Doom,2007,Role-Playing,Microsoft Game Studios,180000.0,120000.0,40000.0,30000.0,370000.0,55,59.0,49.0,Blueside,M,X360
Kingdom Under Fire: Heroes,2005,Strategy,Deep Silver,110000.0,30000.0,0.0,10000.0,150000.0,78,75.0,23.0,Phantagram,M,XB
Kingdom Under Fire: The Crusaders,2004,Strategy,Deep Silver,240000.0,70000.0,0.0,10000.0,320000.0,81,79.0,31.0,Phantagram,M,XB
Kingdom of Paradise,2005,Role-Playing,Sony Computer Entertainment,140000.0,0.0,0.0,10000.0,150000.0,72,75.0,19.0,Climax Entertainment,T,PSP
Kingdoms of Amalur: Reckoning,2012,Role-Playing,Electronic Arts,140000.0,130000.0,0.0,30000.0,300000.0,81,66.0,1097.0,Big Huge Games,M,"PC,X360,PS3"
Kirby Air Ride,2003,Racing,Nintendo,1010000.0,110000.0,450000.0,40000.0,1620000.0,61,79.0,69.0,HAL Labs,E,GC
Kirby Squeak Squad,2006,Platform,Nintendo,780000.0,20000.0,1050000.0,80000.0,1940000.0,71,81.0,41.0,"Flagship, HAL Labs",E,DS
Kirby Super Star Ultra,2008,Platform,Nintendo,1550000.0,40000.0,1190000.0,150000.0,2920000.0,76,88.0,76.0,HAL Labs,E,DS
Kirby and the Rainbow Curse,2015,Platform,Nintendo,220000.0,130000.0,120000.0,40000.0,520000.0,73,80.0,227.0,HAL Labs,E,WiiU
Kirby's Dream Collection: Special Edition,2012,Action,Nintendo,330000.0,0.0,330000.0,20000.0,670000.0,82,88.0,37.0,HAL Labs,E10+,Wii
Kirby's Return to Dreamland,2011,Platform,Nintendo,580000.0,210000.0,790000.0,70000.0,1650000.0,77,85.0,156.0,HAL Labs,E10+,Wii
Kirby: Canvas Curse,2005,Platform,Nintendo,360000.0,0.0,320000.0,30000.0,720000.0,86,82.0,87.0,HAL Labs,E,DS
Kirby: Mass Attack,2011,Platform,Nintendo,480000.0,60000.0,410000.0,50000.0,990000.0,83,86.0,55.0,HAL Labs,E,DS
Kirby: Nightmare in Dream Land,2002,Platform,Nintendo,1220000.0,100000.0,910000.0,40000.0,2270000.0,81,89.0,54.0,HAL Labs,E,GBA
Kirby: Triple Deluxe,2014,Platform,Nintendo,610000.0,340000.0,790000.0,90000.0,1830000.0,80,88.0,206.0,HAL Labs,E,3DS
Klonoa,2008,Platform,Namco Bandai Games,100000.0,20000.0,30000.0,10000.0,160000.0,77,86.0,39.0,Paon Corporation,E10+,Wii
Klonoa 2: Dream Champ Tournament,2002,Platform,Namco Bandai Games,20000.0,10000.0,0.0,0.0,30000.0,78,93.0,6.0,Namco,E,GBA
Klonoa 2: Lunatea's Veil,2001,Platform,Sony Computer Entertainment,120000.0,100000.0,80000.0,30000.0,330000.0,91,91.0,72.0,Namco,E,PS2
Knack,2013,Platform,Sony Computer Entertainment Europe,430000.0,680000.0,420000.0,200000.0,1730000.0,54,65.0,1074.0,SCE Japan Studio,E10+,PS4
Knight's Apprentice: Memorick's Adventures,2004,Action,Microids,20000.0,0.0,0.0,0.0,20000.0,53,45.0,8.0,Microids,T,XB
Knights Contract,2011,Action,Namco Bandai Games,40000.0,30000.0,0.0,10000.0,80000.0,51,60.0,8.0,Game Republic,M,"PS3,X360"
Knights in the Nightmare,2010,Role-Playing,Atlus,60000.0,0.0,20000.0,10000.0,90000.0,75,77.0,7.0,Sting,T,"PSP,DS"
Knights of Honor,2004,Strategy,Sunflowers,0.0,20000.0,0.0,10000.0,30000.0,77,91.0,89.0,Black Sea Studios,E10+,PC
Knockout Kings 2001,2000,Fighting,Electronic Arts,230000.0,150000.0,0.0,30000.0,410000.0,84,85.0,6.0,EA Sports,T,PS
Knockout Kings 2002,2002,Sports,Electronic Arts,200000.0,60000.0,0.0,10000.0,270000.0,78,79.0,7.0,Electronic Arts,T,"XB,PS2"
Knockout Kings 2003,2002,Sports,Electronic Arts,120000.0,30000.0,0.0,0.0,150000.0,78,65.0,4.0,EA Sports,T,GC
Kororinpa: Marble Mania,2006,Puzzle,Nintendo,80000.0,20000.0,30000.0,10000.0,130000.0,69,87.0,21.0,Hudson,E,Wii
Kung Fu Chaos,2003,Fighting,Microsoft Game Studios,210000.0,60000.0,0.0,10000.0,280000.0,68,85.0,27.0,Just Add Monsters,T,XB
Kung Fu Panda,2008,Action,Activision,500000.0,320000.0,0.0,90000.0,910000.0,70,67.0,7.0,Xpec,E10+,"Wii,PS3,PC,PS2,X360"
Kung Fu Rider,2010,Action,Sony Computer Entertainment,60000.0,90000.0,10000.0,30000.0,200000.0,36,37.0,21.0,SCE Japan Studio,E10+,PS3
Kung-Fu: High Impact,2011,Action,Black Bean Games,80000.0,50000.0,0.0,10000.0,130000.0,56,78.0,20.0,Virtual Air Guitar Company,T,X360
Kuon,2004,Adventure,Indie Games,10000.0,10000.0,0.0,0.0,20000.0,57,77.0,9.0,From Software,M,PS2
Kya: Dark Lineage,2003,Adventure,Atari,80000.0,60000.0,0.0,20000.0,160000.0,69,89.0,28.0,Eden Studios,T,PS2
L.A. Noire,2011,Adventure,Take-Two Interactive,1520000.0,920000.0,20000.0,240000.0,2700000.0,89,78.0,893.0,Team Bondi,M,"X360,PS3"
L.A. Noire: The Complete Edition,2011,Adventure,Take-Two Interactive,80000.0,130000.0,0.0,30000.0,250000.0,83,79.0,903.0,Rockstar Leeds,M,PC
L.A. Rush,2005,Racing,Midway Games,230000.0,180000.0,0.0,60000.0,470000.0,58,80.0,10.0,Midway,T,"PS2,XB"
LEGO Batman 2: DC Super Heroes,2012,Action,Warner Bros. Interactive Entertainment,410000.0,280000.0,0.0,60000.0,750000.0,72,52.0,25.0,TT Games,E10+,"3DS,X360,PSV,WiiU,PS3"
LEGO Batman: The Videogame,2008,Action,Warner Bros. Interactive Entertainment,2040000.0,1020000.0,0.0,320000.0,3380000.0,76,79.0,75.0,Traveller's Tales,E10+,"X360,DS,PS2,PC,PS3"
LEGO Battles,2009,Strategy,Warner Bros. Interactive Entertainment,770000.0,370000.0,0.0,110000.0,1250000.0,65,89.0,51.0,Hellbent Games,E,DS
LEGO Battles: Ninjago,2011,Strategy,Warner Bros. Interactive Entertainment,1020000.0,320000.0,0.0,110000.0,1450000.0,59,69.0,11.0,Hellbent Games,E,DS
LEGO City Undercover,2013,Platform,Nintendo,470000.0,420000.0,130000.0,80000.0,1100000.0,80,82.0,283.0,TT Games,E10+,WiiU
LEGO Dimensions,2015,Action,Warner Bros. Interactive Entertainment,240000.0,370000.0,0.0,120000.0,730000.0,80,71.0,65.0,Traveller's Tales,E10+,"PS4,XOne,X360,WiiU,PS3"
LEGO Friends,2013,Action,Warner Bros. Interactive Entertainment,0.0,40000.0,0.0,0.0,40000.0,43,83.0,4.0,Hellbent Games,E,3DS
LEGO Harry Potter: Years 1-4,2010,Action,Warner Bros. Interactive Entertainment,550000.0,550000.0,0.0,210000.0,1310000.0,79,80.0,52.0,Traveller's Tales,E10+,"PS3,X360,Wii,DS,PC"
LEGO Harry Potter: Years 5-7,2012,Action,Warner Bros. Interactive Entertainment,70000.0,70000.0,0.0,30000.0,180000.0,64,68.0,21.0,Traveller's Tales,E10+,PSV
LEGO Indiana Jones 2: The Adventure Continues,2009,Action,Activision,20000.0,30000.0,0.0,10000.0,50000.0,66,80.0,19.0,Traveller's Tales,E10+,"PC,Wii,X360,PS3"
LEGO Indiana Jones: The Original Adventures,2008,Action,Activision,2400000.0,1010000.0,0.0,360000.0,3760000.0,77,75.0,66.0,Traveller's Tales,E10+,"X360,PC,PS3,PS2,PSP,DS"
LEGO Jurassic World,2015,Action,Warner Bros. Interactive Entertainment,320000.0,420000.0,20000.0,140000.0,900000.0,70,70.0,80.0,TT Games,E10+,"PS4,PC,WiiU,XOne"
LEGO Legends of Chima: Laval's Journey,2013,Adventure,Warner Bros. Interactive Entertainment,180000.0,100000.0,0.0,30000.0,310000.0,65,36.0,7.0,TT Games,E10+,"3DS,PSV"
LEGO Marvel Super Heroes,2013,Action,Warner Bros. Interactive Entertainment,420000.0,360000.0,40000.0,70000.0,900000.0,61,52.0,11.0,TT Games,E10+,"3DS,PC,X360,PS4,PS3,WiiU"
LEGO Pirates of the Caribbean: The Video Game,2011,Action,Disney Interactive Studios,540000.0,390000.0,0.0,90000.0,1030000.0,73,70.0,31.0,Traveller's Tales,E10+,"X360,3DS,PS3,PC,Wii"
LEGO Rock Band,2009,Misc,Warner Bros. Interactive Entertainment,400000.0,110000.0,0.0,50000.0,560000.0,71,72.0,31.0,TT Fusion,E10+,"X360,Wii,DS,PS3"
LEGO Star Wars II: The Original Trilogy,2006,Action,LucasArts,960000.0,30000.0,0.0,80000.0,1070000.0,47,50.0,38.0,Amaze Entertainment,E,"DS,GBA,PSP,X360,GC,XB,PC,PS2"
LEGO Star Wars III: The Clone Wars,2011,Action,LucasArts,100000.0,130000.0,0.0,30000.0,250000.0,76,75.0,44.0,Traveller's Tales,E10+,"PC,X360,PS3,3DS,Wii"
LEGO Star Wars: The Complete Saga,2007,Action,LucasArts,1020000.0,900000.0,0.0,360000.0,2290000.0,80,67.0,87.0,Traveller's Tales,E10+,"PS3,Wii,X360,DS"
LEGO The Hobbit,2014,Action,Warner Bros. Interactive Entertainment,130000.0,380000.0,0.0,90000.0,600000.0,72,66.0,88.0,TT Games,E10+,"PS4,XOne,X360"
LEGO The Lord of the Rings,2012,Action,Warner Bros. Interactive Entertainment,200000.0,160000.0,0.0,30000.0,390000.0,61,76.0,10.0,TT Games,E10+,"3DS,PS3,X360,PC,PSV"
La Pucelle: Tactics,2002,Role-Playing,Tecmo Koei,90000.0,70000.0,0.0,20000.0,190000.0,79,85.0,15.0,Nippon Ichi Software,T,PS2
Lair,2007,Action,Sony Computer Entertainment,360000.0,30000.0,80000.0,40000.0,510000.0,53,64.0,229.0,"Factor 5, SCE/WWS",T,PS3
Land of the Dead: Road to Fiddler's Green,2005,Shooter,Groove Games,50000.0,10000.0,0.0,0.0,60000.0,32,58.0,10.0,Brainbox Games,M,XB
Lara Croft Tomb Raider: The Angel of Darkness,2003,Action,Eidos Interactive,610000.0,480000.0,0.0,160000.0,1250000.0,52,62.0,106.0,Core Design Ltd.,T,PS2
Lara Croft and the Temple of Osiris,2014,Action,Square Enix,0.0,20000.0,0.0,0.0,20000.0,73,54.0,52.0,Nixxes Software,T,"PC,PS4"
Last Rebellion,2010,Role-Playing,Nippon Ichi Software,60000.0,10000.0,10000.0,10000.0,90000.0,44,46.0,34.0,Hit Maker,T,PS3
Le Mans 24 Hours,2001,Racing,Infogrames,90000.0,70000.0,20000.0,20000.0,200000.0,75,76.0,9.0,Atari,E,PS2
Left 4 Dead,2008,Shooter,Electronic Arts,2660000.0,490000.0,50000.0,300000.0,3510000.0,89,79.0,1309.0,Certain Affinity,M,"X360,PC"
Left 4 Dead 2,2009,Shooter,Valve Software,0.0,320000.0,0.0,40000.0,360000.0,89,85.0,2530.0,Valve Software,M,"PC,X360"
Legacy of Kain: Defiance,2003,Action,Eidos Interactive,140000.0,40000.0,0.0,10000.0,190000.0,74,79.0,21.0,Crystal Dynamics,M,"XB,PC,PS2"
Legaia 2: Duel Saga,2001,Role-Playing,Eidos Interactive,130000.0,100000.0,0.0,30000.0,260000.0,67,84.0,43.0,Prokion,T,PS2
Legasista,2012,Role-Playing,Nippon Ichi Software,0.0,0.0,40000.0,0.0,40000.0,68,63.0,15.0,System Prisma,T,PS3
Legend of Kay,2005,Action,JoWood Productions,30000.0,20000.0,0.0,10000.0,50000.0,72,73.0,18.0,Neon Studios,E10+,PS2
Legend of Kay Anniversary,2015,Action,Nordic Games,0.0,10000.0,0.0,0.0,10000.0,67,71.0,35.0,"Neon Studios, Kaiko",E10+,"WiiU,PS4"
Legend of the Dragon,2007,Fighting,Game Factory,60000.0,0.0,0.0,0.0,60000.0,37,48.0,5.0,Neko Entertainment,T,Wii
Legend of the Guardians: The Owls of Ga'Hoole,2010,Action,Warner Bros. Interactive Entertainment,60000.0,10000.0,0.0,10000.0,70000.0,60,80.0,5.0,Krome Studios,E10+,X360
Legend: Hand of God,2007,Role-Playing,DTP Entertainment,0.0,20000.0,0.0,0.0,20000.0,57,58.0,19.0,Master Creating,M,PC
Legendary,2008,Shooter,Atari,0.0,10000.0,0.0,0.0,20000.0,50,66.0,104.0,Spark Unlimited,M,"PC,PS3,X360"
Legends of WrestleMania,2009,Fighting,THQ,300000.0,160000.0,0.0,70000.0,540000.0,70,65.0,19.0,Yuke's,T,"PS3,X360"
Legends of Wrestling,2002,Fighting,Acclaim Entertainment,100000.0,30000.0,0.0,0.0,130000.0,50,68.0,4.0,Acclaim,T,"GC,XB"
Legends of Wrestling II,2002,Fighting,Acclaim Entertainment,50000.0,20000.0,0.0,0.0,70000.0,24,37.0,10.0,Powerhead Games,E,"GBA,PS2"
Legion: The Legend of Excalibur,2002,Action,Midway Games,110000.0,90000.0,0.0,30000.0,220000.0,51,70.0,6.0,7 Studios,M,PS2
Lego Batman 3: Beyond Gotham,2014,Action,Warner Bros. Interactive Entertainment,370000.0,400000.0,0.0,150000.0,930000.0,73,71.0,75.0,TT Games,E10+,"PS4,XOne"
Leisure Suit Larry: Box Office Bust,2009,Adventure,Codemasters,140000.0,10000.0,0.0,10000.0,160000.0,25,25.0,41.0,Team 17,M,"X360,PS3"
Leisure Suit Larry: Magna Cum Laude,2004,Adventure,Vivendi Games,120000.0,40000.0,0.0,10000.0,170000.0,62,64.0,13.0,High Voltage Software,M,"XB,PS2"
Lemmings,2006,Puzzle,Sony Computer Entertainment,120000.0,510000.0,0.0,230000.0,860000.0,76,79.0,14.0,Team 17,E,PSP
Lemony Snicket's A Series of Unfortunate Events,2004,Platform,Activision,90000.0,30000.0,0.0,0.0,120000.0,70,72.0,5.0,Activision,E,"XB,PS2,GBA"
Let's TAP,2008,Misc,Sega,80000.0,60000.0,10000.0,20000.0,170000.0,70,66.0,11.0,Prope,E,Wii
LifeSigns: Surgical Unit,2005,Simulation,JoWood Productions,10000.0,10000.0,0.0,0.0,10000.0,61,78.0,5.0,Spike,T,DS
Lifeline,2003,Adventure,Sony Computer Entertainment,30000.0,30000.0,0.0,10000.0,70000.0,61,77.0,9.0,SCEJ,M,PS2
Lightning Returns: Final Fantasy XIII,2013,Role-Playing,Square Enix,150000.0,80000.0,10000.0,20000.0,270000.0,69,66.0,222.0,Square Enix,T,"X360,PS3"
Line Rider 2: Unbound,2008,Puzzle,Deep Silver,20000.0,0.0,0.0,0.0,20000.0,62,64.0,5.0,InXile Entertainment,E,"Wii,DS"
Link's Crossbow Training,2007,Shooter,Nintendo,3050000.0,1170000.0,290000.0,460000.0,4980000.0,68,71.0,47.0,Nintendo,T,Wii
Links 2004,2003,Sports,Microsoft Game Studios,210000.0,60000.0,0.0,10000.0,290000.0,80,90.0,9.0,Indie Built,E,XB
Lips,2008,Misc,Microsoft Game Studios,120000.0,560000.0,0.0,100000.0,770000.0,71,74.0,34.0,iNiS,T,X360
Lips: Number One Hits,2009,Misc,Microsoft Game Studios,150000.0,340000.0,0.0,60000.0,550000.0,70,76.0,7.0,iNiS,T,X360
Little Deviants,2011,Platform,Sony Computer Entertainment,140000.0,120000.0,0.0,40000.0,300000.0,57,55.0,53.0,Bigbig Studios,E10+,PSV
Little King's Story,2009,Strategy,Rising Star Games,140000.0,100000.0,20000.0,20000.0,290000.0,87,88.0,86.0,Cing,T,Wii
Little League World Series Baseball 2008,2008,Sports,Activision,90000.0,0.0,0.0,10000.0,90000.0,70,80.0,6.0,Now Production,E,Wii
Little Red Riding Hood's Zombie BBQ,2008,Shooter,Destineer,30000.0,0.0,0.0,0.0,40000.0,68,73.0,8.0,EnjoyUp Games,T,DS
LittleBigPlanet,2008,Platform,Sony Computer Entertainment,2800000.0,1980000.0,170000.0,870000.0,5820000.0,95,68.0,5311.0,"SCE/WWS, Media Molecule",E,"PS3,PSP"
