Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,User_Count,Developer,Rating
Lunar Knights,DS,2006,Role-Playing,Konami Digital Entertainment,0.17,0.01,0.04,0.01,0.23,82,78.0,25.0,Kojima Productions,E10+
Lunar Legend,GBA,2002,Role-Playing,Media Rings,0.14,0.05,0.0,0.0,0.19,79,78.0,8.0,Magic Rings,E
Lunar: Dragon Song,DS,2005,Role-Playing,Rising Star Games,0.11,0.0,0.0,0.01,0.12,59,62.0,17.0,"Game Arts, Japan Art Media (JAM)",E10+
Lunar: Silver Star Harmony,PSP,2009,Role-Playing,GungHo,0.19,0.0,0.03,0.02,0.24,80,77.0,47.0,Game Arts,T
Lunar: Silver Star Story Complete,PS,1998,Role-Playing,Kadokawa Shoten,0.27,0.18,0.06,0.04,0.55,78,91.0,35.0,Game Arts,T
Lux-Pain,DS,2008,Adventure,Rising Star Games,0.04,0.0,0.0,0.0,0.04,48,62.0,18.0,Killaware,T
MC Groovz Dance Craze,GC,2004,Misc,Mad Catz,0.15,0.04,0.0,0.01,0.2,42,68.0,9.0,Mad Catz,E
MDK2 Armageddon,PS2,2001,Shooter,Virgin Interactive,0.08,0.07,0.0,0.02,0.17,80,83.0,11.0,BioWare,T
MLB,PSP,2005,Sports,Sony Computer Entertainment,0.23,0.0,0.0,0.02,0.24,80,79.0,18.0,989 Sports,E
MLB 06: The Show,PS2,2006,Sports,Sony Computer Entertainment,0.78,0.03,0.0,0.13,0.94,83,89.0,31.0,SCEA San Diego Studios,E
MLB 06: The Show,PSP,2006,Sports,Sony Computer Entertainment,0.32,0.0,0.0,0.03,0.35,83,85.0,32.0,SCEA San Diego Studios,E
MLB 07: The Show,PSP,2007,Sports,Sony Computer Entertainment,0.26,0.0,0.0,0.02,0.28,82,72.0,10.0,SCEA San Diego Studios,E
MLB 07: The Show,PS2,2007,Sports,Sony Computer Entertainment,0.77,0.03,0.0,0.13,0.93,83,86.0,19.0,SCEA,E
MLB 07: The Show,PS3,2007,Sports,Sony Computer Entertainment,0.29,0.0,0.0,0.02,0.31,77,75.0,17.0,SCEA San Diego Studios,E
MLB 08: The Show,PSP,2008,Sports,Sony Computer Entertainment,0.3,0.0,0.0,0.02,0.33,83,84.0,12.0,SCEA San Diego Studios,E
MLB 08: The Show,PS2,2008,Sports,Sony Computer Entertainment,0.35,0.01,0.0,0.06,0.42,84,73.0,7.0,SCEA San Diego Studios,E
MLB 08: The Show,PS3,2008,Sports,Sony Computer Entertainment,0.64,0.0,0.0,0.05,0.7,85,87.0,76.0,SCEA San Diego Studios,E
MLB 09: The Show,PS3,2009,Sports,Sony Computer Entertainment,0.66,0.0,0.0,0.06,0.72,90,81.0,61.0,SCEA San Diego Studios,E
MLB 09: The Show,PSP,2009,Sports,Sony Computer Entertainment,0.24,0.0,0.0,0.02,0.26,78,69.0,7.0,SCEA San Diego Studios,E
MLB 09: The Show,PS2,2009,Sports,Sony Computer Entertainment,0.16,0.13,0.0,0.04,0.33,79,75.0,12.0,SCEA San Diego Studios,E
MLB 10: The Show,PSP,2010,Sports,Sony Computer Entertainment,0.19,0.0,0.0,0.02,0.21,79,66.0,8.0,SCEA,E
MLB 10: The Show,PS3,2010,Sports,Sony Computer Entertainment,0.66,0.0,0.0,0.06,0.72,91,83.0,107.0,SCEA,E
MLB 11: The Show,PSP,2011,Sports,Sony Computer Entertainment,0.15,0.0,0.0,0.02,0.17,77,60.0,5.0,SCEA San Diego Studios,E
MLB 11: The Show,PS3,2011,Sports,Sony Computer Entertainment,0.54,0.0,0.0,0.04,0.58,90,78.0,87.0,SCEA San Diego Studios,E
MLB 12: The Show,PSV,2012,Sports,Sony Computer Entertainment,0.17,0.0,0.0,0.02,0.19,76,78.0,42.0,SCEA San Diego Studios,E
MLB 12: The Show,PS3,2012,Sports,Sony Computer Entertainment,0.86,0.0,0.0,0.06,0.92,87,75.0,75.0,SCEA San Diego Studios,E
MLB 13: The Show,PSV,2013,Sports,Sony Computer Entertainment,0.1,0.0,0.0,0.02,0.11,75,75.0,21.0,SCEA San Diego Studios,E
MLB 13: The Show,PS3,2013,Sports,Sony Computer Entertainment,0.67,0.0,0.0,0.07,0.74,87,78.0,114.0,SCEA San Diego Studios,E
MLB 14: The Show,PSV,2014,Sports,Sony Computer Entertainment America,0.08,0.0,0.0,0.03,0.11,68,70.0,25.0,SCEA San Diego Studios,E
MLB 14: The Show,PS3,2014,Sports,Sony Computer Entertainment America,0.35,0.0,0.0,0.08,0.43,81,68.0,79.0,SCEA San Diego Studios,E
MLB 14: The Show,PS4,2014,Sports,Sony Computer Entertainment America,0.58,0.0,0.0,0.14,0.72,83,77.0,205.0,SCEA San Diego Studios,E
MLB 15: The Show,PS4,2015,Sports,Sony Computer Entertainment,0.68,0.08,0.0,0.17,0.92,80,78.0,190.0,SCEA San Diego Studios,E
MLB 16: The Show,PS4,2016,Action,Sony Computer Entertainment,0.72,0.0,0.0,0.17,0.89,85,73.0,182.0,SCEA San Diego Studios,E
MLB 2002,PS,2001,Sports,Sony Computer Entertainment,0.24,0.16,0.0,0.03,0.43,76,81.0,8.0,989 Sports,E
MLB 2004,PS2,2003,Sports,Sony Computer Entertainment,0.32,0.25,0.0,0.08,0.66,61,79.0,9.0,989 Sports,E
MLB 2005,PS2,2004,Sports,Sony Computer Entertainment,0.44,0.35,0.0,0.12,0.9,78,76.0,9.0,989 Sports,E
MLB 2006,PS2,2005,Sports,Sony Computer Entertainment,0.33,0.01,0.0,0.05,0.4,81,90.0,21.0,989 Sports,E
MLB Front Office Manager,PS3,2009,Sports,Take-Two Interactive,0.07,0.0,0.0,0.01,0.08,49,65.0,8.0,Blue Castle Games,E
MLB Front Office Manager,X360,2009,Sports,Take-Two Interactive,0.06,0.0,0.0,0.01,0.07,47,46.0,10.0,Blue Castle Games,E
MLB Power Pros,Wii,2007,Sports,Konami Digital Entertainment,0.23,0.0,0.04,0.02,0.29,83,84.0,45.0,Konami,E
MLB Power Pros,PS2,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,80,88.0,11.0,Konami,E
MLB Power Pros 2008,Wii,2008,Sports,Konami Digital Entertainment,0.11,0.0,0.01,0.01,0.13,79,87.0,21.0,Konami,E
MLB Power Pros 2008,PS2,2008,Sports,Konami Digital Entertainment,0.05,0.04,0.05,0.01,0.15,67,85.0,8.0,Konami,E
MLB SlugFest 20-03,GC,2002,Sports,Midway Games,0.11,0.03,0.0,0.0,0.15,80,75.0,4.0,Gratuitous Games,E
MLB SlugFest 20-03,XB,2002,Sports,Midway Games,0.15,0.04,0.0,0.01,0.2,79,78.0,5.0,Gratuitous Games,E
MLB SlugFest 20-04,PS2,2003,Sports,Midway Games,0.26,0.2,0.0,0.07,0.53,78,83.0,8.0,Midway,E
MLB SlugFest 2006,PS2,2006,Sports,Midway Games,0.13,0.1,0.0,0.03,0.26,56,75.0,10.0,Blue Shift,E10+
MLB SlugFest Loaded,PS2,2004,Sports,Midway Games,0.14,0.11,0.0,0.04,0.3,77,95.0,4.0,Point of View,T
MTV Music Generator 2,PS2,2001,Misc,Codemasters,0.08,0.06,0.0,0.02,0.15,77,85.0,11.0,Jester Interactive,T
MTV Music Generator 3: This Is the Remix,XB,2004,Misc,Codemasters,0.06,0.02,0.0,0.0,0.08,79,54.0,10.0,Mix Max,T
MTV Music Generator 3: This Is the Remix,PS2,2004,Misc,Codemasters,0.07,0.05,0.0,0.02,0.14,79,86.0,8.0,Mix Max,T
MTX Mototrax,PS2,2004,Racing,Activision,0.13,0.1,0.0,0.03,0.26,77,81.0,9.0,Left Field Productions,E
MVP 06 NCAA Baseball,XB,2006,Sports,Electronic Arts,0.25,0.07,0.0,0.01,0.34,75,86.0,17.0,EA Canada,E
MVP 06 NCAA Baseball,PS2,2006,Sports,Electronic Arts,0.62,0.02,0.0,0.1,0.75,76,90.0,18.0,EA Canada,E
MVP Baseball,PSP,2005,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,67,77.0,16.0,EA Canada,E
MVP Baseball 2003,PS2,2003,Sports,Electronic Arts,0.51,0.4,0.0,0.13,1.04,81,89.0,17.0,EA Sports,E
MVP Baseball 2003,XB,2003,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.2,82,90.0,9.0,EA Sports,E
MVP Baseball 2004,PS2,2004,Sports,Electronic Arts,1.1,0.06,0.0,0.18,1.34,90,86.0,51.0,EA Sports,E
MVP Baseball 2004,XB,2004,Sports,Electronic Arts,0.44,0.13,0.0,0.02,0.59,90,85.0,19.0,EA Sports,E
MVP Baseball 2004,GC,2004,Sports,Electronic Arts,0.2,0.05,0.0,0.01,0.26,89,85.0,11.0,EA Sports,E
MVP Baseball 2005,GC,2005,Sports,Electronic Arts,0.25,0.07,0.0,0.01,0.33,88,87.0,16.0,EA Sports,E
MVP Baseball 2005,PS2,2005,Sports,Electronic Arts,1.26,0.07,0.0,0.21,1.54,87,86.0,47.0,EA Sports,E
MX 2002 Featuring Ricky Carmichael,PS2,2001,Racing,THQ,0.27,0.21,0.0,0.07,0.56,76,83.0,9.0,Pacific Coast Power & Light,E
MX Unleashed,PS2,2004,Racing,THQ,0.94,0.73,0.0,0.25,1.92,80,92.0,46.0,Rainbow Studios,E
MX Unleashed,XB,2004,Racing,THQ,0.34,0.08,0.0,0.02,0.44,81,93.0,12.0,Rainbow Studios,E
MX vs. ATV Reflex,X360,2009,Racing,THQ,0.52,0.14,0.0,0.06,0.72,75,66.0,30.0,Rainbow Studios,E
MX vs. ATV Reflex,PS3,2009,Racing,THQ,0.52,0.25,0.0,0.12,0.9,74,74.0,10.0,Rainbow Studios,E
MX vs. ATV Supercross,PS3,2014,Racing,Nordic Games,0.02,0.01,0.0,0.0,0.03,58,35.0,4.0,Nordic Games Publishing,E
MX vs. ATV Supercross,X360,2014,Racing,Nordic Games,0.03,0.02,0.0,0.01,0.06,48,48.0,14.0,Nordic Games Publishing,E
MX vs. ATV Supercross Encore,PS4,2015,Sports,Nordic Games,0.0,0.05,0.0,0.01,0.06,42,41.0,9.0,Rainbow Studios,E
MX vs. ATV Unleashed,XB,2005,Racing,THQ,0.32,0.07,0.0,0.01,0.4,80,83.0,13.0,Rainbow Studios,E
MX vs. ATV Unleashed,PS2,2005,Racing,THQ,0.86,0.03,0.0,0.14,1.03,79,84.0,17.0,Rainbow Studios,E
MX vs. ATV Unleashed: On the Edge,PSP,2006,Racing,THQ,0.64,0.0,0.0,0.05,0.69,68,81.0,7.0,Rainbow Studios,E
MX vs. ATV Untamed,PS3,2007,Racing,THQ,0.35,0.06,0.0,0.05,0.46,67,61.0,8.0,Rainbow Studios,E
MX vs. ATV Untamed,Wii,2008,Racing,THQ,0.28,0.02,0.0,0.02,0.33,70,83.0,9.0,Rainbow Studios,E
MX vs. ATV Untamed,PS2,2007,Racing,THQ,0.32,0.01,0.0,0.05,0.38,53,82.0,5.0,Rainbow Studios,E
MX vs. ATV Untamed,X360,2007,Racing,THQ,0.55,0.08,0.0,0.06,0.68,70,71.0,17.0,Rainbow Studios,E
MX vs. ATV: Alive,PS3,2011,Racing,THQ,0.24,0.15,0.0,0.07,0.46,61,67.0,11.0,THQ Digital Studio Phoenix,E
MX vs. ATV: Alive,X360,2011,Racing,THQ,0.37,0.13,0.0,0.04,0.55,63,72.0,24.0,THQ Digital Studio Phoenix,E
MXRider,PS2,2001,Racing,Atari,0.16,0.13,0.0,0.04,0.34,69,68.0,6.0,Paradigm Entertainment,E
Mace Griffin: Bounty Hunter,PS2,2003,Shooter,Electronic Arts,0.09,0.07,0.0,0.02,0.19,62,83.0,7.0,Warthog,M
Mace Griffin: Bounty Hunter,XB,2003,Shooter,Electronic Arts,0.08,0.02,0.0,0.0,0.11,64,82.0,11.0,Warthog,M
Mad Dash Racing,XB,2001,Racing,Eidos Interactive,0.11,0.03,0.0,0.01,0.15,65,77.0,6.0,Crystal Dynamics,T
Mad Dog McCree: Gunslinger Pack,Wii,2009,Shooter,Majesco Entertainment,0.07,0.0,0.0,0.01,0.08,31,50.0,11.0,Digital Leisure Inc.,T
MadWorld,Wii,2009,Action,Sega,0.45,0.23,0.02,0.07,0.77,81,86.0,176.0,PlatinumGames,M
Madagascar,PS2,2005,Platform,Activision,0.78,0.45,0.0,0.07,1.31,69,74.0,25.0,Toys for Bob,E10+
Madagascar: Escape 2 Africa,PS3,2008,Action,Activision,0.12,0.08,0.0,0.03,0.23,58,68.0,4.0,Toys for Bob,E10+
Madagascar: Escape 2 Africa,PC,2008,Action,Activision,0.01,0.0,0.0,0.0,0.01,58,80.0,4.0,Aspyr,E10+
Madagascar: Escape 2 Africa,PS2,2008,Action,Activision,0.12,0.0,0.0,0.26,0.38,56,58.0,6.0,Toys for Bob,E
Madden NFL 06,PS2,2005,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,88,80.0,121.0,EA Sports,E
Madden NFL 06,PSP,2005,Sports,Electronic Arts,0.69,0.0,0.0,0.06,0.75,75,79.0,16.0,EA Tiburon,E
Madden NFL 06,DS,2005,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.12,66,63.0,12.0,Exient Entertainment,E
Madden NFL 06,GC,2005,Sports,Electronic Arts,0.44,0.11,0.0,0.02,0.57,86,85.0,11.0,EA Sports,E
Madden NFL 06,XB,2005,Sports,Electronic Arts,1.75,0.03,0.0,0.08,1.86,86,67.0,41.0,EA Sports,E
Madden NFL 07,X360,2006,Sports,Electronic Arts,1.66,0.0,0.01,0.13,1.8,80,60.0,148.0,EA Tiburon,E
Madden NFL 07,Wii,2006,Sports,Electronic Arts,0.46,0.0,0.0,0.04,0.49,81,80.0,16.0,EA Canada,E
Madden NFL 07,PS2,2006,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,84,82.0,39.0,EA Sports,E
Madden NFL 07,DS,2006,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,70,65.0,10.0,Exient Entertainment,E
Madden NFL 07,GBA,2006,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.03,68,93.0,4.0,Exient Entertainment,E
Madden NFL 07,GC,2006,Sports,Electronic Arts,0.48,0.13,0.0,0.02,0.62,82,92.0,5.0,EA Tiburon,E
Madden NFL 07,PS3,2006,Sports,Electronic Arts,0.47,0.0,0.01,0.04,0.52,76,42.0,22.0,EA Tiburon,E
Madden NFL 07,XB,2006,Sports,Electronic Arts,0.97,0.03,0.0,0.03,1.02,83,87.0,6.0,EA Tiburon,E
Madden NFL 08,GC,2007,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,75,70.0,7.0,EA Tiburon,E
Madden NFL 08,Wii,2007,Sports,Electronic Arts,0.8,0.0,0.0,0.07,0.87,76,68.0,27.0,EA Tiburon,E
Madden NFL 08,PSP,2007,Sports,Electronic Arts,0.6,0.04,0.0,0.07,0.71,75,68.0,8.0,EA Tiburon,E
Madden NFL 08,X360,2007,Sports,Electronic Arts,2.18,0.01,0.0,0.18,2.37,85,64.0,108.0,EA Tiburon,E
Madden NFL 08,PS2,2007,Sports,Electronic Arts,2.14,0.08,0.0,0.35,2.57,78,78.0,17.0,EA Tiburon,E
Madden NFL 08,PS3,2007,Sports,Electronic Arts,0.89,0.0,0.0,0.08,0.97,81,53.0,33.0,EA Tiburon,E
Madden NFL 08,XB,2007,Sports,Electronic Arts,0.22,0.06,0.0,0.01,0.29,76,60.0,4.0,EA Tiburon,E
Madden NFL 09,PS3,2008,Sports,Electronic Arts,1.56,0.14,0.0,0.18,1.88,85,44.0,132.0,EA Tiburon,E
Madden NFL 09,PS2,2008,Sports,Electronic Arts,1.22,0.0,0.0,0.27,1.49,67,70.0,24.0,EA Tiburon,E
Madden NFL 09,X360,2008,Sports,Electronic Arts,2.21,0.12,0.0,0.2,2.53,83,70.0,125.0,EA Tiburon,E
Madden NFL 09,PSP,2008,Sports,Electronic Arts,0.65,0.0,0.0,0.06,0.71,68,65.0,4.0,EA Tiburon,E
Madden NFL 09 All-Play,Wii,2008,Sports,Electronic Arts,0.76,0.01,0.0,0.06,0.83,82,72.0,22.0,EA Tiburon,E
Madden NFL 10,X360,2009,Sports,Electronic Arts,2.52,0.09,0.0,0.22,2.83,85,61.0,90.0,EA Tiburon,E
Madden NFL 10,PS3,2009,Sports,Electronic Arts,2.03,0.13,0.0,0.21,2.37,85,68.0,58.0,EA Tiburon,E
Madden NFL 10,Wii,2009,Sports,Electronic Arts,0.62,0.04,0.0,0.06,0.72,77,72.0,24.0,EA Tiburon,E
Madden NFL 11,PS3,2010,Sports,Electronic Arts,2.04,0.15,0.0,0.2,2.38,83,61.0,68.0,EA Tiburon,E
Madden NFL 11,X360,2010,Sports,Electronic Arts,2.38,0.12,0.0,0.18,2.69,84,57.0,120.0,EA Tiburon,E
Madden NFL 12,PS3,2011,Sports,Electronic Arts,1.93,0.15,0.0,0.17,2.25,79,55.0,56.0,EA Tiburon,E
Madden NFL 12,X360,2011,Sports,Electronic Arts,2.42,0.11,0.0,0.16,2.69,78,59.0,94.0,EA Tiburon,E
Madden NFL 13,X360,2012,Sports,Electronic Arts,2.53,0.15,0.0,0.17,2.86,81,58.0,179.0,EA Tiburon,E
Madden NFL 13,PS3,2012,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.01,83,55.0,101.0,EA Tiburon,E
Madden NFL 13,PS3,2012,Sports,Electronic Arts,2.11,0.22,0.0,0.23,2.56,83,55.0,101.0,EA Tiburon,E
Madden NFL 13,WiiU,2012,Sports,Electronic Arts,0.21,0.0,0.0,0.02,0.23,75,67.0,30.0,EA Tiburon,E
Madden NFL 13,PSV,2012,Sports,Electronic Arts,0.28,0.0,0.0,0.02,0.3,63,73.0,38.0,EA Tiburon,E
Madden NFL 15,XOne,2014,Sports,Electronic Arts,1.31,0.09,0.0,0.16,1.57,80,64.0,138.0,EA Sports,E
Madden NFL 15,PS4,2014,Sports,Electronic Arts,1.54,0.25,0.0,0.4,2.19,81,61.0,208.0,EA Sports,E
Madden NFL 16,PS4,2015,Sports,Electronic Arts,2.34,0.3,0.0,0.6,3.24,83,59.0,180.0,EA Sports,E
Madden NFL 16,XOne,2015,Sports,Electronic Arts,2.08,0.08,0.0,0.26,2.42,84,61.0,124.0,EA Sports,E
Madden NFL 2001,PS,2000,Sports,Electronic Arts,1.58,0.05,0.0,0.04,1.67,90,68.0,4.0,EA Sports,E
Madden NFL 2001,PS2,2000,Sports,Electronic Arts,1.19,0.07,0.05,0.2,1.5,91,77.0,7.0,EA Sports,E
Madden NFL 2002,PS,2001,Sports,Electronic Arts,0.78,0.53,0.0,0.09,1.39,88,80.0,7.0,EA Sports,E
Madden NFL 2002,PS2,2001,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08,94,79.0,46.0,EA Sports,E
Madden NFL 2003,XB,2002,Sports,Electronic Arts,0.67,0.02,0.0,0.03,0.71,92,83.0,16.0,EA Tiburon,E
Madden NFL 2003,GC,2002,Sports,Electronic Arts,0.33,0.09,0.0,0.01,0.43,92,85.0,17.0,EA Sports,E
Madden NFL 2003,PS2,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,95,77.0,65.0,EA Sports,E
Madden NFL 2004,XB,2003,Sports,Electronic Arts,1.02,0.02,0.0,0.05,1.09,92,83.0,48.0,EA Tiburon,E
Madden NFL 2004,GBA,2003,Sports,Electronic Arts,0.22,0.08,0.0,0.01,0.31,70,66.0,5.0,BudCat,E
Madden NFL 2004,GC,2003,Sports,Electronic Arts,0.4,0.1,0.0,0.01,0.51,94,77.0,17.0,EA Tiburon,E
Madden NFL 2005,PS2,2004,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,91,79.0,78.0,EA Tiburon,E
Madden NFL 2005,XB,2004,Sports,Electronic Arts,1.61,0.03,0.0,0.08,1.72,91,76.0,26.0,EA Tiburon,E
Madden NFL 2005,GBA,2004,Sports,Electronic Arts,0.28,0.1,0.0,0.01,0.39,79,76.0,5.0,Exient Entertainment,E
Madden NFL 2005,DS,2004,Sports,Electronic Arts,0.24,0.0,0.0,0.02,0.26,68,77.0,7.0,Exient Entertainment,E
Madden NFL 25,PS4,2013,Sports,Electronic Arts,0.63,0.13,0.0,0.15,0.9,74,52.0,118.0,EA Sports,E
Madden NFL 25,PS3,2013,Sports,Electronic Arts,1.6,0.03,0.0,0.24,1.87,76,41.0,91.0,EA Sports,E
Madden NFL 25,X360,2013,Sports,Electronic Arts,1.98,0.06,0.0,0.19,2.23,80,56.0,136.0,EA Sports,E
Madden NFL 25,XOne,2013,Sports,Electronic Arts,0.67,0.05,0.0,0.08,0.81,73,59.0,111.0,EA Sports,E
Madden NFL Football,3DS,2011,Sports,Electronic Arts,0.36,0.01,0.0,0.03,0.39,49,53.0,16.0,EA Tiburon,E
Mafia,PC,2002,Action,Take-Two Interactive,0.0,0.04,0.0,0.01,0.04,88,91.0,863.0,Illusion Softworks,M
Mafia,PS2,2004,Action,Illusion Softworks,0.34,0.27,0.0,0.09,0.7,65,76.0,62.0,Illusion Softworks,M
Mafia,XB,2004,Action,Take-Two Interactive,0.17,0.05,0.0,0.01,0.23,66,77.0,22.0,Illusion Softworks,M
Mafia II,PS3,2010,Action,Take-Two Interactive,0.5,0.69,0.04,0.26,1.49,75,77.0,297.0,2K Czech,M
Mafia II,X360,2010,Action,Take-Two Interactive,0.85,0.55,0.0,0.15,1.55,74,78.0,458.0,2K Czech,M
Mafia II,PC,2010,Action,Take-Two Interactive,0.17,0.17,0.0,0.05,0.4,77,79.0,1238.0,2K Czech,M
Mage Knight: Destiny's Soldier,DS,2006,Strategy,Namco Bandai Games,0.02,0.0,0.0,0.0,0.02,59,71.0,11.0,Big Blue Bubble Inc.,E10+
Magic Pengel: The Quest for Color,PS2,2002,Role-Playing,Taito,0.04,0.03,0.0,0.01,0.07,74,75.0,12.0,Taito Corporation,E
Magician's Quest: Mysterious Times,DS,2008,Role-Playing,Konami Digital Entertainment,0.04,0.01,0.48,0.0,0.53,69,76.0,9.0,Konami,E10+
Magicka,PC,2011,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.01,0.03,74,76.0,602.0,Arrowhead Game Studios,T
Magna Carta 2,X360,2009,Role-Playing,Banpresto,0.13,0.07,0.07,0.02,0.3,69,70.0,57.0,"Banpresto, SoftMax",T
Magna Carta: Tears of Blood,PS2,2004,Role-Playing,505 Games,0.11,0.08,0.0,0.03,0.22,66,70.0,22.0,SoftMax,T
Magnetica,DS,2006,Puzzle,Nintendo,0.08,0.01,0.03,0.01,0.14,68,81.0,11.0,Mitchell,E
Mahjong Cub3D,3DS,2011,Puzzle,Sunsoft,0.07,0.0,0.02,0.0,0.09,67,53.0,4.0,SunSoft,E
Majesty 2: The Fantasy Kingdom Sim,PC,2009,Simulation,Paradox Interactive,0.01,0.0,0.0,0.0,0.02,72,73.0,129.0,"1C, Ino-Co, 1C Company",T
Majin and the Forsaken Kingdom,PS3,2010,Adventure,Namco Bandai Games,0.09,0.13,0.01,0.05,0.29,72,79.0,35.0,Game Republic,T
Majin and the Forsaken Kingdom,X360,2010,Adventure,Namco Bandai Games,0.14,0.03,0.0,0.01,0.19,74,81.0,24.0,Game Republic,T
Major League Baseball 2K10,X360,2010,Sports,Take-Two Interactive,0.47,0.0,0.0,0.04,0.51,76,76.0,38.0,Visual Concepts,E
Major League Baseball 2K10,PS3,2010,Sports,Take-Two Interactive,0.17,0.0,0.0,0.01,0.19,74,53.0,4.0,Visual Concepts,E
Major League Baseball 2K11,PS3,2011,Sports,Take-Two Interactive,0.15,0.03,0.0,0.02,0.2,72,63.0,9.0,Visual Concepts,E
Major League Baseball 2K11,PC,2011,Sports,Take-Two Interactive,0.06,0.01,0.0,0.01,0.08,74,59.0,16.0,Visual Concepts,E
Major League Baseball 2K11,X360,2011,Sports,Take-Two Interactive,0.4,0.03,0.0,0.03,0.45,69,68.0,24.0,Visual Concepts,E
Major League Baseball 2K12,X360,2012,Sports,Take-Two Interactive,0.47,0.0,0.0,0.03,0.5,68,64.0,22.0,Visual Concepts,E
Major League Baseball 2K12,PS3,2012,Sports,Take-Two Interactive,0.18,0.0,0.0,0.02,0.19,68,44.0,5.0,Visual Concepts,E
Major League Baseball 2K5,PS2,2005,Sports,Take-Two Interactive,0.72,0.56,0.0,0.19,1.48,82,74.0,20.0,Kush Games,E
Major League Baseball 2K5,XB,2005,Sports,Take-Two Interactive,0.52,0.02,0.0,0.02,0.56,81,82.0,17.0,Kush Games,E
Major League Baseball 2K6,XB,2006,Sports,Take-Two Interactive,0.24,0.07,0.0,0.01,0.33,71,57.0,12.0,Kush Games,E
Major League Baseball 2K6,PS2,2006,Sports,Spike,0.37,0.01,0.0,0.06,0.44,70,52.0,27.0,Kush Games,E
Major League Baseball 2K6,X360,2006,Sports,Spike,0.34,0.0,0.0,0.03,0.37,66,39.0,37.0,Kush Games,E
Major League Baseball 2K7,PS3,2007,Sports,Spike,0.23,0.0,0.0,0.02,0.25,74,47.0,7.0,Kush Games,E
Major League Baseball 2K7,X360,2007,Sports,Spike,0.67,0.0,0.0,0.06,0.72,79,71.0,34.0,Kush Games,E
Major League Baseball 2K8,PS3,2008,Sports,Bethesda Softworks,0.28,0.0,0.0,0.03,0.31,67,56.0,8.0,Kush Games,E
Major League Baseball 2K8,X360,2008,Sports,Bethesda Softworks,0.56,0.0,0.0,0.05,0.61,70,59.0,34.0,Kush Games,E
Major League Baseball 2K8 Fantasy All-Stars,DS,2008,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12,59,70.0,6.0,Deep Fried Entertainment,E
Major League Baseball 2K9,PS3,2009,Sports,Spike,0.16,0.0,0.0,0.01,0.17,61,40.0,6.0,2K Sports,E
Major League Baseball 2K9,Wii,2009,Sports,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,61,45.0,10.0,2K Sports,E
Major League Baseball 2K9,X360,2009,Sports,Spike,0.56,0.0,0.0,0.05,0.61,64,53.0,26.0,2K Sports,E
Makai Kingdom: Chronicles of the Sacred Tome,PS2,2005,Role-Playing,Tecmo Koei,0.06,0.05,0.0,0.02,0.12,77,73.0,12.0,Nippon Ichi Software,T
Mana Khemia 2: Fall of Alchemy,PS2,2008,Role-Playing,Gust,0.07,0.05,0.05,0.02,0.2,70,82.0,17.0,Gust,T
Mana Khemia: Alchemists of Al-Revis,PS2,2007,Role-Playing,Nippon Ichi Software,0.03,0.02,0.0,0.01,0.06,69,75.0,41.0,Gust,E10+
Mana Khemia: Student Alliance,PSP,2008,Role-Playing,Nippon Ichi Software,0.06,0.0,0.03,0.01,0.1,41,53.0,37.0,Gust,E10+
Manhunt,XB,2004,Action,Take-Two Interactive,0.14,0.04,0.0,0.01,0.19,74,79.0,19.0,Rockstar North,M
Manhunt,PS2,2003,Action,Take-Two Interactive,0.63,0.49,0.0,0.16,1.28,76,83.0,136.0,Rockstar North,M
Manhunt 2,PS2,2007,Action,Take-Two Interactive,0.27,0.21,0.0,0.07,0.56,67,78.0,53.0,Rockstar London,M
Manhunt 2,PSP,2007,Action,Take-Two Interactive,0.04,0.17,0.0,0.09,0.31,69,81.0,38.0,Rockstar London,M
Manhunt 2,Wii,2007,Action,Take-Two Interactive,0.25,0.23,0.0,0.06,0.53,62,71.0,46.0,Rockstar Toronto,M
Marble Saga: Kororinpa,Wii,2009,Puzzle,Konami Digital Entertainment,0.09,0.05,0.0,0.01,0.16,74,73.0,6.0,Hudson Entertainment,E
Marc Ecko's Getting Up: Contents Under Pressure,PS2,2006,Action,Atari,0.03,0.02,0.0,0.01,0.05,69,72.0,31.0,Double Helix Games,M
