Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,User_Count,Developer,Rating,Platform
Mega Man Zero,2002,Platform,Capcom,0.22,0.08,0.24,0.01,0.55,82,89.0,31.0,Inti,E,GBA
Mega Man Zero 2,2003,Platform,Capcom,0.18,0.07,0.17,0.01,0.43,81,86.0,18.0,Inti,E,GBA
Mega Man Zero 3,2004,Platform,Capcom,0.16,0.06,0.0,0.0,0.22,77,90.0,22.0,Inti,E,GBA
Mega Man Zero 4,2005,Platform,Capcom,0.08,0.03,0.0,0.0,0.11,77,91.0,21.0,Inti,E,GBA
Mega Man Zero Collection,2010,Platform,Capcom,0.17,0.01,0.11,0.02,0.31,78,89.0,39.0,"Inti, Inti Creates",E,DS
Megamind: Ultimate Showdown,2010,Action,THQ,0.07,0.04,0.0,0.01,0.12,33,43.0,6.0,THQ Australia,E10+,"X360,PS3"
Men in Black II: Alien Escape,2002,Shooter,Infogrames,0.24,0.19,0.0,0.06,0.5,50,73.0,6.0,Melbourne House,T,PS2
Men of Valor,2004,Shooter,Vivendi Games,0.19,0.05,0.0,0.01,0.25,73,80.0,8.0,2015,M,XB
Men of War,2009,Strategy,505 Games,0.01,0.02,0.0,0.0,0.03,80,81.0,136.0,Best Way,M,PC
Men of War: Assault Squad,2011,Strategy,1C Company,0.01,0.03,0.0,0.01,0.05,77,82.0,93.0,"THQ, 1C, 1C Company",T,PC
Men of War: Vietnam,2011,Strategy,Unknown,0.0,0.03,0.0,0.01,0.04,68,49.0,35.0,Best Way,T,PC
Mercenaries 2: World in Flames,2008,Shooter,Electronic Arts,0.29,0.39,0.02,0.16,0.87,72,71.0,73.0,Pandemic Studios,T,"PS3,X360,PS2"
Mercury Meltdown,2006,Action,Atari,0.05,0.0,0.0,0.01,0.06,78,78.0,8.0,Ignition Entertainment,E,PSP
Mercury Meltdown Revolution,2007,Action,Ignition Entertainment,0.16,0.0,0.0,0.01,0.17,77,74.0,16.0,Ignition Entertainment,E,Wii
Metal Arms: Glitch in the System,2003,Shooter,Vivendi Games,0.08,0.02,0.0,0.0,0.1,83,93.0,19.0,Swingin' Ape,T,"GC,PS2,XB"
Metal Dungeon,2002,Role-Playing,Xicat Interactive,0.02,0.01,0.0,0.0,0.03,44,72.0,5.0,Panther Software,T,XB
Metal Gear Rising: Revengeance,2013,Action,Konami Digital Entertainment,0.45,0.37,0.44,0.16,1.42,80,79.0,746.0,PlatinumGames,M,"PS3,X360"
Metal Gear Solid,1998,Action,Konami Digital Entertainment,3.18,1.83,0.78,0.24,6.03,94,94.0,918.0,KCEJ,M,PS
Metal Gear Solid 2: Sons of Liberty,2001,Action,Konami Digital Entertainment,2.45,2.01,0.87,0.72,6.05,96,87.0,1026.0,KCEJ,M,PS2
Metal Gear Solid 2: Substance,2002,Action,Konami Digital Entertainment,0.18,0.14,0.16,0.05,0.52,87,90.0,126.0,KCEJ,M,PS2
Metal Gear Solid 3: Snake Eater,2004,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,91,93.0,955.0,KCEJ,M,PS2
Metal Gear Solid 3: Subsistence,2005,Action,Konami Digital Entertainment,0.34,0.01,0.15,0.06,0.55,94,93.0,439.0,Aspect,M,PS2
Metal Gear Solid 4: Guns of the Patriots,2008,Action,Konami Digital Entertainment,2.63,1.71,0.83,0.82,5.99,94,87.0,3558.0,Kojima Productions,M,PS3
Metal Gear Solid V: Ground Zeroes,2014,Action,Konami Digital Entertainment,0.0,0.01,0.0,0.0,0.01,80,76.0,412.0,Kojima Productions,M,"PC,PS3,PS4,XOne"
Metal Gear Solid V: The Phantom Pain,2015,Action,Konami Digital Entertainment,0.0,0.07,0.0,0.0,0.08,91,77.0,1963.0,Kojima Productions,M,"PC,PS4,XOne"
Metal Gear Solid: Digital Graphic Novel,2006,Misc,Konami Digital Entertainment,0.02,0.0,0.02,0.0,0.04,78,72.0,21.0,Kojima Productions,M,PSP
Metal Gear Solid: Peace Walker,2010,Action,Konami Digital Entertainment,0.46,0.41,0.96,0.24,2.06,89,89.0,443.0,Kojima Productions,T,PSP
Metal Gear Solid: Portable Ops,2006,Action,Konami Digital Entertainment,0.38,0.35,0.38,0.08,1.18,87,82.0,147.0,Kojima Productions,M,PSP
Metal Gear Solid: Portable Ops Plus,2007,Action,Konami Digital Entertainment,0.26,0.0,0.26,0.17,0.69,65,75.0,27.0,Kojima Productions,T,PSP
Metal Gear Solid: Snake Eater 3D,2012,Action,Konami Digital Entertainment,0.15,0.11,0.1,0.02,0.38,78,78.0,167.0,Kojima Productions,M,3DS
Metal Gear Solid: The Legacy Collection,2013,Adventure,Konami Digital Entertainment,0.31,0.01,0.03,0.06,0.4,93,90.0,255.0,Konami,M,PS3
Metal Gear Solid: The Twin Snakes,2004,Action,Konami Digital Entertainment,0.3,0.08,0.07,0.01,0.47,85,90.0,142.0,Silicon Knights,M,GC
Metal Saga,2005,Role-Playing,Success,0.01,0.01,0.0,0.0,0.03,62,73.0,9.0,Crea-Tech,T,PS2
Metal Slug 3,2004,Shooter,Ignition Entertainment,0.08,0.02,0.0,0.0,0.1,76,51.0,15.0,SNK,T,XB
Metal Slug 7,2008,Shooter,Ignition Entertainment,0.12,0.0,0.01,0.01,0.14,70,74.0,13.0,SNK Playmore,T,DS
Metal Slug Advance,2004,Shooter,Ignition Entertainment,0.06,0.02,0.0,0.0,0.08,79,83.0,14.0,Noise Factory,T,GBA
Metal Slug Anthology,2007,Shooter,Ignition Entertainment,0.02,0.0,0.02,0.01,0.05,78,74.0,25.0,Terminal Reality,T,"PSP,PS2,Wii"
Metal Slug X,2001,Shooter,Virgin Interactive,0.05,0.03,0.0,0.01,0.09,85,88.0,31.0,ProSoft,T,PS
Metal Slug XX,2009,Shooter,DHM Interactive,0.03,0.0,0.0,0.0,0.04,67,61.0,9.0,SNK Playmore,T,PSP
Meteos,2005,Puzzle,Nintendo,0.15,0.01,0.06,0.01,0.23,88,75.0,164.0,Q Entertainment,E,DS
Meteos: Disney Magic,2007,Puzzle,Disney Interactive Studios,0.01,0.02,0.0,0.0,0.04,74,66.0,5.0,Q Entertainment,E,DS
Metro 2033,2010,Shooter,THQ,0.22,0.23,0.03,0.05,0.54,77,79.0,351.0,4A Games,M,"X360,PC"
Metro: Last Light,2013,Action,Deep Silver,0.06,0.11,0.0,0.02,0.19,82,86.0,2654.0,4A Games,M,PC
Metroid Fusion,2002,Action,Nintendo,1.18,0.27,0.17,0.06,1.68,92,91.0,200.0,Nintendo,E,GBA
Metroid Prime,2002,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82,97,93.0,747.0,Retro Studios,T,GC
Metroid Prime 2: Echoes,2004,Shooter,Nintendo,0.87,0.35,0.07,0.04,1.33,92,88.0,279.0,Retro Studios,T,GC
Metroid Prime 3: Corruption,2007,Shooter,Nintendo,0.89,0.74,0.07,0.09,1.79,90,89.0,491.0,Retro Studios,T,Wii
Metroid Prime Hunters,2006,Shooter,Nintendo,0.57,0.04,0.11,0.06,0.76,85,80.0,188.0,Nintendo,T,DS
Metroid Prime Pinball,2005,Misc,Nintendo,0.21,0.0,0.02,0.02,0.25,79,79.0,32.0,Fuse Games Limited,E,DS
Metroid Prime: Trilogy,2009,Shooter,Nintendo,0.42,0.05,0.0,0.14,0.61,91,93.0,316.0,Retro Studios,T,Wii
Metroid: Other M,2010,Action,Nintendo,0.85,0.27,0.13,0.1,1.34,79,65.0,482.0,Team Ninja,T,Wii
Metroid: Zero Mission,2004,Adventure,Nintendo,0.6,0.22,0.0,0.01,0.84,89,90.0,132.0,Nintendo,E,GBA
MetropolisMania,2001,Strategy,Natsume,0.04,0.03,0.0,0.01,0.09,63,71.0,16.0,Indi,T,PS2
Miami Law,2009,Adventure,Konami Digital Entertainment,0.09,0.0,0.0,0.01,0.1,56,88.0,4.0,Hudson Entertainment,T,DS
Miami Nights: Singles in the City,2008,Simulation,Ubisoft,0.08,0.0,0.0,0.01,0.08,48,71.0,7.0,Gameloft,T,DS
Miami Vice: The Game,2006,Shooter,Activision,0.06,0.0,0.0,0.0,0.06,63,70.0,12.0,Rebellion,M,PSP
Michael Jackson: The Experience,2010,Misc,Ubisoft,2.64,1.33,0.01,0.39,4.36,56,83.0,31.0,"Ubisoft Paris, Ubisoft Montpellier",E10+,"Wii,PS3,X360,PSV,DS"
Michael Phelps: Push the Limit,2011,Sports,505 Games,0.09,0.01,0.0,0.01,0.11,48,35.0,6.0,Blitz Games,E,X360
Micro Machines V4,2006,Racing,Codemasters,0.01,0.0,0.0,0.0,0.01,64,68.0,8.0,Supersonic Software,E,PS2
Microsoft Flight Simulator 2004: A Century of Flight,2003,Simulation,Microsoft Game Studios,0.0,0.06,0.0,0.01,0.07,88,82.0,49.0,Microsoft Game Studios,E,PC
Microsoft Flight Simulator X,2006,Simulation,Microsoft Game Studios,0.02,0.36,0.0,0.05,0.43,80,76.0,95.0,Microsoft Game Studios,E,PC
Microsoft Train Simulator,2001,Simulation,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05,84,84.0,21.0,Kuju Entertainment,E,PC
Middle-Earth: Shadow of Mordor,2014,Action,Warner Bros. Interactive Entertainment,1.01,1.43,0.05,0.47,2.96,84,81.0,1886.0,Monolith Productions,M,"PS4,XOne,PC"
Midnight Club 3: DUB Edition,2005,Racing,Take-Two Interactive,0.61,0.1,0.0,0.03,0.74,84,74.0,40.0,Rockstar San Diego,E10+,"XB,PSP"
Midnight Club 3: DUB Edition Remix,2006,Racing,Take-Two Interactive,0.15,0.04,0.0,0.01,0.2,87,53.0,18.0,Rockstar San Diego,E10+,"XB,PS2"
Midnight Club II,2003,Racing,Take-Two Interactive,0.42,0.06,0.0,0.02,0.5,86,76.0,12.0,Rockstar San Diego,T,"XB,PS2"
Midnight Club: LA Remix,2008,Racing,Take-Two Interactive,0.52,0.27,0.0,0.19,0.98,79,87.0,43.0,Rockstar London,T,PSP
Midnight Club: Los Angeles,2008,Racing,Take-Two Interactive,1.56,0.53,0.05,0.31,2.45,82,82.0,100.0,Rockstar San Diego,T,"PS3,X360"
Midnight Club: Street Racing,2000,Racing,Take-Two Interactive,2.0,0.47,0.02,0.14,2.63,78,78.0,21.0,Angel Studios,T,"PS2,GBA"
Midtown Madness 3,2003,Racing,Microsoft Game Studios,0.23,0.07,0.0,0.01,0.3,76,83.0,30.0,Digital Illusions,E,XB
Midway Arcade Treasures,2003,Misc,Midway Games,0.13,0.03,0.0,0.0,0.17,72,82.0,5.0,Midway,T,GC
Midway Arcade Treasures 2,2004,Misc,Midway Games,0.24,0.05,0.0,0.01,0.31,74,74.0,7.0,Backbone Entertainment,M,XB
Midway Arcade Treasures: Extended Play,2005,Misc,Midway Games,0.21,0.0,0.0,0.02,0.24,63,78.0,8.0,Digital Eclipse,M,PSP
Mimana Iyar Chronicle,2009,Role-Playing,GungHo,0.07,0.0,0.01,0.01,0.09,45,58.0,8.0,GungHo,T,PSP
Mind Zero,2013,Role-Playing,GungHo,0.05,0.0,0.04,0.02,0.1,59,60.0,72.0,Zerodiv,T,PSV
MindJack,2011,Shooter,Square Enix,0.07,0.02,0.0,0.01,0.09,43,12.0,116.0,FeelPlus,M,"X360,PS3"
Minecraft,2016,Misc,Microsoft Game Studios,0.28,0.17,0.18,0.04,0.68,77,73.0,93.0,4J Studios,E10+,WiiU
Mini Ninjas,2009,Action,Eidos Interactive,0.14,0.15,0.0,0.06,0.34,73,87.0,62.0,Io Interactive,E10+,"PS3,Wii,PC,DS,X360"
Minority Report: Everybody Runs,2002,Action,Activision,0.2,0.15,0.0,0.05,0.41,50,50.0,14.0,Treyarch,T,"PS2,XB"
Mirror's Edge,2008,Platform,Electronic Arts,0.51,0.51,0.01,0.13,1.16,79,76.0,328.0,EA DICE,T,"X360,PS3,PC"
Mission: Impossible - Operation Surma,2003,Platform,Atari,0.1,0.03,0.0,0.0,0.13,67,68.0,4.0,Paradigm Entertainment,T,"XB,PS2"
Mister Mosquito,2001,Shooter,Eidos Interactive,0.05,0.04,0.17,0.01,0.28,65,49.0,11.0,Zoom,T,PS2
Mobile Suit Gundam Seed: Never Ending Tomorrow,2004,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,45,78.0,10.0,Bec,T,PS2
Mobile Suit Gundam: Crossfire,2006,Simulation,Namco Bandai Games,0.06,0.0,0.14,0.01,0.2,33,51.0,47.0,Bec,T,PS3
Mobile Suit Gundam: Encounters in Space,2003,Simulation,Namco Bandai Games,0.05,0.04,0.61,0.01,0.72,66,85.0,37.0,Bandai,T,PS2
Mobile Suit Gundam: Extreme VS Force,2015,Action,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,57,73.0,15.0,Bandai Namco Games,E10+,PSV
Mobile Suit Gundam: Federation vs. Zeon,2001,Simulation,Atari,0.12,0.1,0.88,0.03,1.14,73,88.0,32.0,Capcom,T,PS2
Mobile Suit Gundam: Gundam vs. Zeta Gundam,2004,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,57,86.0,11.0,Capcom,T,PS2
Mobile Suit Gundam: Journey to Jaburo,2000,Simulation,Namco Bandai Games,0.16,0.13,0.36,0.04,0.7,58,81.0,49.0,Bandai,T,PS2
Mobile Suit Gundam: Zeonic Front,2001,Simulation,Namco Bandai Games,0.09,0.07,0.25,0.02,0.43,71,88.0,23.0,Sunrise Interactive,T,PS2
ModNation Racers,2010,Racing,Sony Computer Entertainment,0.11,0.26,0.02,0.14,0.53,73,77.0,22.0,SCEA San Diego Studios,E,"PSP,PS3"
Modnation Racers: Road Trip,2012,Racing,Sony Computer Entertainment,0.15,0.09,0.0,0.04,0.29,62,64.0,69.0,SCEA,E,PSV
Monopoly,2008,Misc,Electronic Arts,0.86,0.83,0.0,0.2,1.89,70,78.0,17.0,Electronic Arts,E,"Wii,PS3,X360"
Monopoly Streets,2010,Misc,Electronic Arts,0.16,0.17,0.0,0.06,0.39,64,61.0,9.0,Electronic Arts,E,"PS3,Wii,X360"
Monster 4X4: World Circuit,2006,Racing,Ubisoft,0.8,0.0,0.01,0.07,0.88,51,78.0,17.0,Ubisoft,E,Wii
Monster 4x4: Masters of Metal,2003,Racing,Ubisoft,0.14,0.11,0.0,0.04,0.28,48,83.0,13.0,Ubisoft,E,PS2
Monster House,2006,Adventure,THQ,0.06,0.02,0.0,0.0,0.09,69,90.0,4.0,Artificial Mind and Movement,E,GBA
Monster Hunter,2004,Role-Playing,Capcom,0.11,0.08,0.28,0.03,0.5,68,89.0,46.0,Capcom,T,PS2
Monster Hunter 4 Ultimate,2014,Role-Playing,Nintendo,0.68,0.48,2.62,0.11,3.89,86,87.0,348.0,Capcom,T,3DS
Monster Hunter Freedom,2005,Role-Playing,Capcom,0.24,0.03,1.03,0.04,1.34,71,86.0,78.0,Capcom,T,PSP
Monster Hunter Freedom 2,2007,Role-Playing,Capcom,0.37,0.27,1.75,0.18,2.57,72,87.0,83.0,Capcom,T,PSP
Monster Hunter Freedom Unite,2008,Role-Playing,Capcom,0.47,0.55,4.13,0.34,5.48,81,87.0,124.0,Capcom,T,PSP
Monster Hunter Stories,2017,Action,Capcom,0.0,0.0,0.28,0.0,0.28,79,82.0,91.0,Capcom,E10+,3DS
Monster Hunter Tri,2009,Role-Playing,Nintendo,0.65,0.4,1.05,0.11,2.22,84,86.0,219.0,Capcom,T,Wii
Monster Jam,2007,Racing,Activision,0.18,0.0,0.0,0.02,0.2,43,64.0,5.0,Torus Games,E,"X360,PC"
Monster Jam: Maximum Destruction,2002,Racing,Ubisoft,0.32,0.25,0.0,0.08,0.65,47,60.0,6.0,Ubisoft,T,PS2
Monster Kingdom: Jewel Summoner,2006,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,66,68.0,6.0,Gaia (Sony),T,PSP
Monster Lab,2008,Role-Playing,Eidos Interactive,0.27,0.02,0.0,0.02,0.31,73,84.0,14.0,Backbone Entertainment,E10+,Wii
Monster Madness: Battle for Suburbia,2007,Shooter,SouthPeak Games,0.1,0.0,0.0,0.01,0.11,55,52.0,18.0,"Artificial Studios, Immersion Software & Graphics",T,X360
Monster Racers,2009,Racing,Tecmo Koei,0.05,0.0,0.02,0.0,0.07,70,90.0,5.0,Koei,E,DS
Monster Rancher 3,2001,Simulation,Tecmo Koei,0.11,0.09,0.14,0.03,0.36,77,85.0,23.0,Tecmo,E,PS2
Monster Rancher 4,2003,Simulation,Tecmo Koei,0.08,0.06,0.19,0.02,0.34,77,91.0,18.0,Tecmo,E,PS2
Monster Rancher Advance 2,2002,Simulation,Tecmo Koei,0.01,0.0,0.0,0.0,0.01,79,94.0,9.0,"Tecmo, Graphic Research",E,GBA
Monster Rancher EVO,2005,Role-Playing,Tecmo Koei,0.02,0.02,0.05,0.01,0.1,58,68.0,8.0,Tecmo,E10+,PS2
Monster Tale,2011,Platform,Majesco Entertainment,0.06,0.0,0.0,0.0,0.06,79,80.0,15.0,DreamRift,E,DS
Monsters vs. Aliens,2009,Action,Activision,0.01,0.01,0.0,0.0,0.03,63,62.0,5.0,Beenox,E10+,"PC,PS3,X360"
"Monsters, Inc.",2002,Adventure,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.32,52,72.0,10.0,Artificial Mind and Movement,E,PS2
"Monsters, Inc. Scream Arena",2002,Platform,THQ,0.29,0.07,0.0,0.01,0.37,39,47.0,14.0,Radical Entertainment,E,GC
"Monsters, Inc. Scream Team",2001,Platform,Sony Computer Entertainment,0.31,0.21,0.0,0.04,0.56,65,69.0,8.0,Artificial Mind and Movement,E,PS
Moon,2009,Adventure,Mastiff,0.04,0.0,0.0,0.0,0.05,71,74.0,21.0,Renegade Kid,T,DS
MorphX,2010,Shooter,505 Games,0.05,0.0,0.0,0.0,0.05,33,66.0,15.0,"Buka Entertainment, Targem Games",M,X360
Mortal Kombat,2011,Fighting,Warner Bros. Interactive Entertainment,1.98,0.53,0.0,0.34,2.84,84,84.0,494.0,NetherRealm Studios,M,"PS3,PSV,X360"
Mortal Kombat X,2015,Fighting,Warner Bros. Interactive Entertainment,1.5,0.8,0.0,0.48,2.78,83,77.0,836.0,"Warner Bros. Interactive Entertainment, NetherRealm Studios",M,"PS4,PC,XOne"
Mortal Kombat vs. DC Universe,2008,Fighting,Midway Games,1.48,0.28,0.0,0.23,2.0,76,71.0,107.0,Midway,T,"PS3,X360"
Mortal Kombat: Armageddon,2007,Fighting,Midway Games,0.19,0.02,0.0,0.02,0.23,71,84.0,33.0,JGI Entertainment,M,"Wii,PS2"
Mortal Kombat: Deadly Alliance,2002,Fighting,Midway Games,0.77,0.15,0.0,0.04,0.96,81,84.0,24.0,Midway,M,"XB,GC,GBA,PS2"
Mortal Kombat: Deception,2005,Fighting,Midway Games,0.09,0.02,0.0,0.0,0.11,77,89.0,15.0,Midway,M,"GC,PS2,XB"
Mortal Kombat: Shaolin Monks,2005,Action,Midway Games,0.58,0.02,0.0,0.09,0.69,77,86.0,74.0,Midway Studios - Los Angeles,M,"PS2,XB"
Mortal Kombat: Special Forces,2000,Fighting,Midway Games,0.12,0.08,0.0,0.01,0.21,28,24.0,17.0,Midway,M,PS
Mortal Kombat: Tournament Edition,2003,Fighting,Midway Games,0.01,0.0,0.0,0.0,0.01,75,81.0,8.0,Criterion Games,M,GBA
Mortal Kombat: Unchained,2006,Fighting,Midway Games,0.67,0.01,0.0,0.06,0.74,70,88.0,31.0,JGI Entertainment,M,PSP
MotionSports,2010,Sports,Ubisoft,0.38,0.25,0.0,0.06,0.69,40,44.0,9.0,Ubisoft Milan,T,X360
MotionSports: Adrenaline,2011,Sports,Ubisoft,0.14,0.1,0.0,0.03,0.27,41,74.0,7.0,Ubisoft Vancouver,E,X360
MotoGP,2002,Racing,THQ,0.07,0.02,0.0,0.0,0.09,84,84.0,16.0,Climax Group,E,"XB,PSP,Wii,PS2"
MotoGP '06,2006,Racing,THQ,0.11,0.01,0.0,0.01,0.14,80,77.0,13.0,"Climax Group, Climax Studios",E,X360
MotoGP '07,2007,Racing,THQ,0.23,0.0,0.0,0.02,0.25,78,73.0,11.0,"Climax Group, Climax Studios",E,X360
MotoGP 07,2007,Racing,Capcom,0.05,0.04,0.0,0.01,0.1,62,91.0,7.0,Milestone,E,PS2
MotoGP 08,2008,Racing,Capcom,0.11,0.2,0.0,0.04,0.35,68,56.0,12.0,Milestone S.r.l,E,"X360,PS3"
MotoGP 09/10,2010,Racing,Capcom,0.07,0.09,0.0,0.02,0.17,69,57.0,41.0,Monumental Games,E,"X360,PS3"
MotoGP 10/11,2011,Racing,Capcom,0.04,0.1,0.0,0.03,0.17,68,61.0,23.0,Monumental Games,E,PS3
MotoGP 14,2014,Racing,Milestone S.r.l.,0.04,0.11,0.0,0.03,0.18,73,64.0,26.0,Milestone S.r.l,E,PS4
MotoGP 2,2003,Racing,THQ,0.07,0.02,0.0,0.0,0.1,87,85.0,14.0,Climax Group,E,XB
Motocross Mania,2001,Racing,Take-Two Interactive,0.44,0.3,0.0,0.05,0.79,34,53.0,6.0,Deibus Studios,E,PS
Motocross Mania 3,2005,Racing,Take-Two Interactive,0.01,0.0,0.0,0.0,0.02,38,36.0,7.0,Deibus Studios,T,XB
MotorStorm,2006,Racing,Sony Computer Entertainment,1.53,1.6,0.06,0.67,3.87,84,74.0,220.0,Evolution Studios,T,PS3
MotorStorm RC,2012,Racing,Sony Computer Entertainment,0.0,0.04,0.0,0.01,0.06,78,68.0,123.0,Evolution Studios,E,PSV
MotorStorm: Apocalypse,2011,Racing,Sony Computer Entertainment,0.21,0.19,0.0,0.08,0.48,77,77.0,155.0,Evolution Studios,T,PS3
MotorStorm: Arctic Edge,2009,Racing,Sony Computer Entertainment,0.16,0.57,0.0,0.29,1.02,79,88.0,39.0,Bigbig Studios,T,"PSP,PS2"
MotorStorm: Pacific Rift,2008,Racing,Sony Computer Entertainment,0.43,0.65,0.02,0.25,1.35,82,80.0,318.0,Evolution Studios,T,PS3
Mr. Driller: Drill Spirits,2004,Puzzle,Nintendo,0.08,0.0,0.05,0.01,0.14,70,89.0,9.0,Namco,E,DS
Ms Saga: A New Dawn,2005,Role-Playing,Namco Bandai Games,0.02,0.02,0.0,0.01,0.05,65,86.0,15.0,Bandai,E10+,PS2
Mugen Souls,2012,Role-Playing,Nippon Ichi Software,0.04,0.02,0.08,0.01,0.15,55,73.0,35.0,"Compile Heart, GCREST",T,PS3
Mugen Souls Z,2013,Role-Playing,Nippon Ichi Software,0.02,0.01,0.04,0.01,0.07,57,64.0,56.0,Compile Heart,T,PS3
Muppets Party Cruise,2003,Misc,TDK Mediactive,0.03,0.02,0.0,0.01,0.06,61,80.0,6.0,Mass Media,E,PS2
Murakumo: Renegade Mech Pursuit,2002,Shooter,From Software,0.04,0.01,0.06,0.0,0.11,48,75.0,4.0,From Software,T,XB
Muramasa: The Demon Blade,2009,Role-Playing,Rising Star Games,0.32,0.12,0.11,0.04,0.6,81,87.0,101.0,Vanillaware,T,Wii
Murdered: Soul Suspect,2014,Action,Square Enix,0.0,0.05,0.0,0.0,0.05,59,74.0,379.0,Airtight Games,M,"PC,PS4,XOne"
Musashi: Samurai Legend,2005,Role-Playing,Atari,0.07,0.06,0.0,0.02,0.15,64,89.0,9.0,Square Enix,T,PS2
Mushroom Men: Rise of the Fungi,2008,Action,SouthPeak Games,0.1,0.0,0.0,0.01,0.11,45,73.0,4.0,Red Fly Studio,E,DS
Mushroom Men: The Spore Wars,2008,Action,SouthPeak Games,0.16,0.01,0.0,0.01,0.18,72,87.0,33.0,Red Fly Studio,E10+,Wii
My Japanese Coach,2008,Misc,Ubisoft,0.24,0.0,0.0,0.02,0.27,59,67.0,6.0,"Ubisoft, Sensory Sweep",E,DS
My Street,2003,Misc,Sony Computer Entertainment,0.12,0.09,0.0,0.03,0.24,46,39.0,14.0,Idol Minds,E,PS2
My Weight Loss Coach,2008,Sports,Ubisoft,0.3,0.54,0.0,0.11,0.95,63,76.0,7.0,Ubisoft Montreal,E,DS
My Word Coach,2007,Misc,Ubisoft,0.37,0.89,0.0,0.18,1.44,71,68.0,5.0,Ubisoft,E,DS
MySims,2008,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.03,70,64.0,8.0,EA Redwood Shores,E,"PC,DS,Wii"
MySims Agents,2009,Adventure,Electronic Arts,0.61,0.32,0.0,0.1,1.03,78,86.0,28.0,Electronic Arts,E,Wii
MySims Kingdom,2008,Simulation,Electronic Arts,0.7,0.64,0.01,0.16,1.51,76,81.0,24.0,EA Redwood Shores,E,Wii
MySims Racing,2009,Racing,Electronic Arts,0.19,0.23,0.0,0.05,0.47,68,74.0,5.0,EA Games,E,"Wii,DS"
MySims SkyHeroes,2010,Action,Electronic Arts,0.16,0.1,0.0,0.03,0.29,67,52.0,5.0,Electronic Arts,E10+,"Wii,X360"
Myst,2007,Adventure,Midway Games,0.09,0.0,0.0,0.01,0.1,43,35.0,6.0,Hoplite Research,E,"DS,PSP"
Myst III: Exile,2002,Adventure,Ubisoft,0.14,0.11,0.0,0.04,0.28,57,70.0,4.0,Presto Studios,E,PS2
Mystery Case Files: The Malgrave Incident,2011,Adventure,Nintendo,0.17,0.13,0.0,0.03,0.32,65,82.0,5.0,Sanzaru Games,E,Wii
Mystery Dungeon: Shiren the Wanderer,2006,Role-Playing,Sega,0.17,0.0,0.33,0.02,0.52,69,82.0,21.0,ChunSoft,E,DS
Mystic Heroes,2002,Action,Tecmo Koei,0.03,0.01,0.04,0.0,0.09,67,85.0,26.0,Koei,T,"GC,PS2"
Mytran Wars,2009,Strategy,Deep Silver,0.08,0.02,0.0,0.02,0.12,68,88.0,4.0,Stormregion,T,PSP
N+,2007,Platform,Atari,0.03,0.0,0.0,0.0,0.03,79,78.0,18.0,"Metanet Software Inc., SilverBirch Studios",E,"PSP,DS"
NARC,2005,Shooter,Midway Games,0.18,0.14,0.0,0.05,0.36,50,70.0,21.0,Point of View,M,"PS2,XB"
NASCAR,2006,Racing,Electronic Arts,0.09,0.0,0.0,0.01,0.1,66,53.0,6.0,Exient Entertainment,E,PSP
NASCAR '14,2014,Racing,Deep Silver,0.09,0.0,0.0,0.02,0.11,67,46.0,20.0,Eutechnyx,E,"PS3,X360"
NASCAR 06: Total Team Control,2005,Racing,Electronic Arts,0.53,0.02,0.0,0.09,0.63,78,77.0,18.0,EA Sports,E,"PS2,XB"
NASCAR 07,2006,Racing,Electronic Arts,0.03,0.01,0.0,0.0,0.04,72,70.0,4.0,EA Tiburon,E,"XB,PS2"
NASCAR 08,2007,Racing,Electronic Arts,0.26,0.0,0.0,0.02,0.29,59,52.0,30.0,EA Tiburon,E,"X360,PS2,PS3"
NASCAR 09,2008,Racing,Electronic Arts,0.23,0.0,0.0,0.02,0.25,69,78.0,15.0,EA Games,E,"X360,PS3"
NASCAR 2001,2000,Racing,Electronic Arts,0.34,0.27,0.0,0.09,0.7,66,66.0,9.0,EA Sports,E,"PS2,PS"
NASCAR 2005: Chase for the Cup,2004,Racing,Electronic Arts,0.69,0.54,0.0,0.18,1.41,87,84.0,15.0,EA Tiburon,E,PS2
NASCAR 2011: The Game,2011,Racing,Activision,0.29,0.0,0.0,0.02,0.3,62,41.0,14.0,Eutechnyx,E,"X360,PS3,Wii"
NASCAR Kart Racing,2009,Racing,Electronic Arts,0.39,0.0,0.0,0.03,0.42,70,81.0,9.0,Electronic Arts,E,Wii
NASCAR The Game: Inside Line,2012,Racing,Activision,0.07,0.0,0.0,0.01,0.08,76,45.0,15.0,Eutechnyx,E,"PS3,X360"
NASCAR Thunder 2002,2001,Racing,Electronic Arts,0.23,0.16,0.0,0.03,0.42,69,69.0,10.0,Black Box,E,"PS,PS2"
