Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,User_Count,Developer,Rating
The Lord of the Rings: The Battle for Middle-Earth II,PC,2006.0,Strategy,Electronic Arts,0.01,0.01,0.0,0.0,0.02,84.0,7.5,366.0,EA LA,T
Bleach: The Blade of Fate,DS,2006.0,Fighting,Sega,0.29,0.01,0.12,0.03,0.45,83.0,7.5,23.0,Treasure,T
Marvel: Ultimate Alliance,X360,2006.0,Role-Playing,Activision,2.29,0.02,0.0,0.19,2.5,82.0,7.5,120.0,Raven Software,T
Mega Man Powered Up,PSP,2006.0,Platform,Capcom,0.12,0.01,0.0,0.02,0.14,82.0,7.5,36.0,Capcom,E
Saints Row,X360,2006.0,Action,THQ,1.17,0.77,0.02,0.22,2.18,81.0,7.5,211.0,Volition Inc.,M
Marvel: Ultimate Alliance,PSP,2006.0,Role-Playing,Activision,0.33,0.0,0.0,0.03,0.37,81.0,7.5,14.0,Vicarious Visions,T
The Lord of the Rings: The Battle for Middle-Earth II,X360,2006.0,Strategy,Electronic Arts,0.0,0.04,0.0,0.0,0.05,79.0,7.5,83.0,EA LA,T
FlatOut 2,PS2,2006.0,Racing,Empire Interactive,0.08,0.06,0.0,0.02,0.16,73.0,7.5,27.0,Bugbear,T
Scarface: The World is Yours,PC,2006.0,Action,Vivendi Games,0.01,0.02,0.0,0.0,0.04,73.0,7.5,57.0,Radical Entertainment,M
Wild ARMs 5,PS2,2006.0,Role-Playing,505 Games,0.14,0.11,0.0,0.04,0.28,71.0,7.5,22.0,Media Vision,T
The Outfit,X360,2006.0,Action,THQ,0.21,0.02,0.0,0.02,0.25,70.0,7.5,48.0,Relic,M
Need for Speed Carbon: Own the City,DS,2006.0,Racing,Electronic Arts,0.17,0.01,0.0,0.02,0.2,70.0,7.5,15.0,Exient Entertainment,E
NBA Live 07,PSP,2006.0,Sports,Electronic Arts,0.47,0.0,0.0,0.04,0.51,64.0,7.5,4.0,EA Sports,E
Naruto: Path of the Ninja 2,DS,2006.0,Role-Playing,Takara Tomy,0.22,0.0,0.0,0.02,0.23,62.0,7.5,6.0,TOSE,E10+
Spectral Force 3,X360,2006.0,Role-Playing,Idea Factory,0.08,0.0,0.0,0.01,0.09,59.0,7.5,19.0,Xpec,T
Tom Clancy's Splinter Cell: Essentials,PSP,2006.0,Shooter,Ubisoft,0.17,0.01,0.0,0.02,0.19,58.0,7.5,39.0,Ubisoft,M
Bleach: Shattered Blade,Wii,2006.0,Fighting,Sega,0.21,0.01,0.08,0.02,0.32,58.0,7.5,24.0,Polygon Magic,T
MLB SlugFest 2006,PS2,2006.0,Sports,Midway Games,0.13,0.1,0.0,0.03,0.26,56.0,7.5,10.0,Blue Shift,E10+
X-Men: The Official Game,PS2,2006.0,Action,Activision,0.2,0.16,0.0,0.05,0.41,52.0,7.5,20.0,"Z-Axis, Ltd.",T
Jaws Unleashed,PS2,2006.0,Action,THQ,0.5,0.02,0.0,0.08,0.6,52.0,7.5,39.0,Appaloosa Interactive,M
Pirates of the Caribbean: The Legend of Jack Sparrow,PS2,2006.0,Adventure,Ubisoft,0.12,0.09,0.0,0.03,0.25,51.0,7.5,13.0,7 Studios,T
FIFA Street 2,DS,2006.0,Sports,Electronic Arts,0.04,0.0,0.0,0.0,0.04,43.0,7.5,4.0,Exient Entertainment,E
MotorStorm,PS3,2006.0,Racing,Sony Computer Entertainment,1.53,1.6,0.06,0.67,3.87,84.0,7.4,220.0,Evolution Studios,T
WarioWare: Smooth Moves,Wii,2006.0,Puzzle,Nintendo,0.86,1.04,0.73,0.26,2.89,83.0,7.4,179.0,Intelligent Systems,E10+
Call of Duty 3,PS2,2006.0,Shooter,Activision,0.89,0.03,0.0,0.15,1.07,82.0,7.4,83.0,Treyarch,T
Yoshi's Island DS,DS,2006.0,Platform,Nintendo,1.45,0.07,1.1,0.15,2.76,81.0,7.4,67.0,Artoon,E
NBA 2K7,PS3,2006.0,Sports,Take-Two Interactive,0.3,0.04,0.0,0.03,0.37,80.0,7.4,8.0,Visual Concepts,E
Elebits,Wii,2006.0,Action,Konami Digital Entertainment,0.22,0.01,0.08,0.02,0.32,75.0,7.4,33.0,Konami,E
Final Fantasy Fables: Chocobo Tales,DS,2006.0,Adventure,Ubisoft,0.1,0.01,0.12,0.01,0.24,75.0,7.4,28.0,h.a.n.d. Inc.,E
Dragon Quest Monsters: Joker,DS,2006.0,Role-Playing,Square Enix,0.23,0.02,1.49,0.02,1.76,75.0,7.4,27.0,TOSE,E10+
Need for Speed Carbon,XB,2006.0,Racing,Electronic Arts,0.35,0.1,0.0,0.02,0.47,74.0,7.4,11.0,EA Canada,E10+
Warhammer: Mark of Chaos,PC,2006.0,Strategy,Deep Silver,0.0,0.02,0.0,0.0,0.03,73.0,7.4,57.0,Black Hole Games,M
Justice League Heroes: The Flash,GBA,2006.0,Action,Eidos Interactive,0.02,0.01,0.0,0.0,0.03,72.0,7.4,7.0,WayForward,E10+
Painkiller: Hell Wars,XB,2006.0,Shooter,DreamCatcher Interactive,0.03,0.01,0.0,0.0,0.04,68.0,7.4,16.0,People Can Fly,M
Secret Files: Tunguska,PC,2006.0,Adventure,DreamCatcher Interactive,0.0,0.04,0.0,0.0,0.04,66.0,7.4,38.0,Fusionsphere Systems,T
Phantasy Star Universe,X360,2006.0,Role-Playing,Sega,0.09,0.01,0.0,0.01,0.12,64.0,7.4,42.0,Sonic Team,T
Tom Clancy's Splinter Cell: Double Agent,Wii,2006.0,Action,Ubisoft,0.1,0.01,0.0,0.01,0.13,61.0,7.4,16.0,Ubisoft Shanghai,M
Warhammer: Battle For Atluma,PSP,2006.0,Action,Namco Bandai Games,0.06,0.0,0.0,0.01,0.07,55.0,7.4,8.0,Sabertooth Games,T
Pac-Man World Rally,PS2,2006.0,Racing,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02,54.0,7.4,5.0,Smart Bomb Interactive,E
Greg Hastings' Tournament Paintball Max'd,DS,2006.0,Shooter,Activision,0.03,0.0,0.0,0.0,0.04,39.0,7.4,10.0,Nightlight Studios,E10+
F.E.A.R.,X360,2006.0,Shooter,Vivendi Games,0.28,0.03,0.0,0.03,0.34,85.0,7.3,131.0,Day 1 Studios,M
Tomb Raider: Legend,X360,2006.0,Action,Eidos Interactive,0.27,0.07,0.01,0.03,0.37,80.0,7.3,84.0,Crystal Dynamics,T
Prey,X360,2006.0,Shooter,Take-Two Interactive,0.27,0.03,0.0,0.03,0.32,79.0,7.3,117.0,Venom Games,M
Battlefield 2: Modern Combat,X360,2006.0,Shooter,Electronic Arts,0.35,0.02,0.01,0.03,0.41,77.0,7.3,79.0,Digital Illusions,T
Star Fox Command,DS,2006.0,Shooter,Nintendo,0.38,0.01,0.1,0.04,0.53,76.0,7.3,56.0,Q-Games,E10+
Need for Speed Carbon,PS3,2006.0,Racing,Electronic Arts,0.49,0.5,0.03,0.2,1.23,75.0,7.3,42.0,EA Canada,E10+
Just Cause,PC,2006.0,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.02,75.0,7.3,206.0,Avalanche Studios,M
Every Extend Extra,PSP,2006.0,Shooter,Disney Interactive Studios,0.1,0.0,0.0,0.01,0.12,74.0,7.3,9.0,Q Entertainment,E
FlatOut 2,XB,2006.0,Racing,Empire Interactive,0.03,0.01,0.0,0.0,0.04,73.0,7.3,8.0,Bugbear,T
Marvel: Ultimate Alliance,Wii,2006.0,Role-Playing,Activision,0.36,0.0,0.0,0.03,0.4,73.0,7.3,29.0,Vicarious Visions,T
FIFA World Cup Germany 2006,PSP,2006.0,Sports,Electronic Arts,0.1,0.0,0.0,0.01,0.11,72.0,7.3,8.0,EA Canada,E
College Hoops 2K6,X360,2006.0,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12,70.0,7.3,11.0,2K Sports,E
Tony Hawk's Project 8,PS2,2006.0,Sports,Activision,0.72,0.03,0.0,0.12,0.87,69.0,7.3,19.0,Shaba Games,T
Death Jr. II: Root of Evil,PSP,2006.0,Platform,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05,68.0,7.3,9.0,Backbone Entertainment,T
Need for Speed Carbon,Wii,2006.0,Racing,Electronic Arts,0.45,0.66,0.02,0.15,1.28,67.0,7.3,26.0,EA Canada,E10+
The Legend of Spyro: A New Beginning,GC,2006.0,Platform,Vivendi Games,0.15,0.04,0.0,0.01,0.19,67.0,7.3,11.0,Krome Studios,E10+
The Sims 2: Pets,GC,2006.0,Simulation,Electronic Arts,0.21,0.05,0.0,0.01,0.27,66.0,7.3,8.0,Maxis,T
Ys: The Ark of Napishtim,PSP,2006.0,Role-Playing,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.05,64.0,7.3,13.0,Konami Software Shanghai,E10+
Gothic 3,PC,2006.0,Role-Playing,JoWood Productions,0.0,0.05,0.0,0.01,0.06,63.0,7.3,519.0,Piranha Bytes,T
Open Season,X360,2006.0,Platform,Ubisoft,0.1,0.0,0.0,0.01,0.11,59.0,7.3,9.0,Ubisoft,E10+
The Sims 2: Pets,PSP,2006.0,Simulation,Electronic Arts,0.19,0.38,0.0,0.22,0.79,57.0,7.3,10.0,Maxis,T
Tenchu Z,X360,2006.0,Action,Microsoft Game Studios,0.27,0.02,0.02,0.03,0.34,56.0,7.3,58.0,K2 LLC,M
SpongeBob SquarePants: Creature from the Krusty Krab,DS,2006.0,Platform,THQ,0.45,0.0,0.0,0.04,0.49,56.0,7.3,4.0,WayForward,E
Samurai Warriors 2: Empires,PS2,2006.0,Action,Tecmo Koei,0.0,0.0,0.19,0.0,0.19,55.0,7.3,7.0,Omega Force,T
Final Fantasy V Advance,GBA,2006.0,Role-Playing,Nintendo,0.0,0.0,0.26,0.01,0.26,83.0,7.2,75.0,TOSE,E
Tomb Raider: Legend,XB,2006.0,Action,Eidos Interactive,0.1,0.03,0.0,0.0,0.13,82.0,7.2,13.0,Crystal Dynamics,T
TOCA Race Driver 3,PS2,2006.0,Racing,Codemasters,0.04,0.03,0.0,0.01,0.08,82.0,7.2,15.0,Codemasters,E10+
Metal Gear Solid: Digital Graphic Novel,PSP,2006.0,Misc,Konami Digital Entertainment,0.02,0.0,0.02,0.0,0.04,78.0,7.2,21.0,Kojima Productions,M
Need for Speed Carbon,PC,2006.0,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.05,78.0,7.2,249.0,Black Box,E10+
Tony Hawk's Project 8,PS3,2006.0,Sports,Activision,0.3,0.22,0.01,0.1,0.63,76.0,7.2,14.0,Neversoft Entertainment,T
Just Cause,X360,2006.0,Action,Eidos Interactive,0.1,0.03,0.01,0.01,0.14,73.0,7.2,52.0,Avalanche Studios,M
DarkStar One,PC,2006.0,Simulation,Ubisoft,0.0,0.03,0.0,0.01,0.03,71.0,7.2,54.0,Ascaron Entertainment GmbH,T
FIFA World Cup Germany 2006,DS,2006.0,Sports,Electronic Arts,0.03,0.0,0.0,0.0,0.04,71.0,7.2,6.0,EA Canada,E
Marc Ecko's Getting Up: Contents Under Pressure,PS2,2006.0,Action,Atari,0.03,0.02,0.0,0.01,0.05,69.0,7.2,31.0,Double Helix Games,M
Cooking Mama,DS,2006.0,Simulation,505 Games,3.07,1.91,0.07,0.57,5.63,67.0,7.2,21.0,Taito Corporation,E
Samurai Champloo: Sidetracked,PS2,2006.0,Action,Namco Bandai Games,0.03,0.02,0.0,0.01,0.05,66.0,7.2,6.0,Grasshopper Manufacture,T
Untold Legends: Dark Kingdom,PS3,2006.0,Role-Playing,Electronic Arts,0.14,0.02,0.02,0.02,0.2,58.0,7.2,36.0,Sony Online Entertainment,T
Stronghold Legends,PC,2006.0,Strategy,Take-Two Interactive,0.0,0.01,0.0,0.0,0.02,57.0,7.2,44.0,FireFly Studios,T
Sonic Riders,PS2,2006.0,Racing,Sega,0.42,0.02,0.0,0.07,0.5,55.0,7.2,25.0,Sonic Team,E
Super Monkey Ball Adventure,GC,2006.0,Platform,Sega,0.12,0.03,0.0,0.0,0.15,51.0,7.2,9.0,TT Games,E
25 to Life,XB,2006.0,Shooter,Eidos Interactive,0.12,0.04,0.0,0.01,0.17,41.0,7.2,13.0,"Ritual Entertainment, Avalanche Software",M
Final Fantasy XI: Treasures of Aht Urhgan,PS2,2006.0,Role-Playing,Square Enix,0.06,0.05,0.1,0.02,0.23,87.0,7.1,13.0,Square Enix,T
Tomb Raider: Legend,PS2,2006.0,Action,Eidos Interactive,0.25,0.19,0.02,0.06,0.52,82.0,7.1,96.0,Crystal Dynamics,T
Lost Planet: Extreme Condition,X360,2006.0,Shooter,Capcom,1.09,0.04,0.1,0.1,1.34,79.0,7.1,187.0,Capcom,T
Ridge Racer 7,PS3,2006.0,Racing,Namco Bandai Games,0.24,0.7,0.16,0.26,1.36,78.0,7.1,52.0,Namco Bandai Games,E
Final Fantasy III,DS,2006.0,Role-Playing,Square Enix,0.89,0.04,1.07,0.09,2.08,77.0,7.1,136.0,Matrix Software,E10+
NFL Head Coach,XB,2006.0,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12,69.0,7.1,9.0,EA Tiburon,E
MotoGP,PSP,2006.0,Racing,Sony Computer Entertainment,0.03,0.0,0.0,0.0,0.03,69.0,7.1,7.0,Namco Bandai Games,E
Tom Clancy's Splinter Cell: Double Agent,GC,2006.0,Action,Ubisoft,0.04,0.01,0.0,0.0,0.06,64.0,7.1,7.0,Ubisoft Montreal,M
FIFA Street 2,XB,2006.0,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,63.0,7.1,9.0,EA Canada,E
Mage Knight: Destiny's Soldier,DS,2006.0,Strategy,Namco Bandai Games,0.02,0.0,0.0,0.0,0.02,59.0,7.1,11.0,Big Blue Bubble Inc.,E10+
Tony Hawk's Downhill Jam,DS,2006.0,Sports,Activision,0.2,0.0,0.0,0.02,0.22,76.0,7,7.0,Vicarious Visions,E
Bomberman,PSP,2006.0,Puzzle,Konami Digital Entertainment,0.14,0.0,0.0,0.01,0.15,73.0,7,7.0,Hudson,E
Capcom Classics Collection Remixed,PSP,2006.0,Misc,Capcom,0.27,0.0,0.0,0.02,0.3,72.0,7,5.0,Digital Eclipse,T
NASCAR 07,XB,2006.0,Racing,Electronic Arts,0.03,0.01,0.0,0.0,0.04,72.0,7,4.0,EA Tiburon,E
Chromehounds,X360,2006.0,Simulation,Sega,0.24,0.0,0.01,0.02,0.28,71.0,7,72.0,From Software,T
Cars,GC,2006.0,Racing,THQ,0.72,0.19,0.0,0.03,0.93,71.0,7,5.0,Rainbow Studios,E
Cars,PSP,2006.0,Racing,THQ,0.72,0.28,0.0,0.2,1.2,70.0,7,4.0,Locomotive Games,E
NBA 07,PSP,2006.0,Sports,Sony Computer Entertainment,0.18,0.0,0.0,0.02,0.2,68.0,7,5.0,SCEA,E
Worms: Open Warfare,DS,2006.0,Strategy,THQ,0.05,0.02,0.0,0.01,0.08,64.0,7,16.0,Team 17,E10+
Miami Vice: The Game,PSP,2006.0,Shooter,Activision,0.06,0.0,0.0,0.0,0.06,63.0,7,12.0,Rebellion,M
Star Trek: Tactical Assault,DS,2006.0,Strategy,Ubisoft,0.05,0.01,0.0,0.0,0.06,63.0,7,10.0,Quicksilver Software,E
Star Wars: Lethal Alliance,PSP,2006.0,Action,Ubisoft,0.11,0.01,0.0,0.01,0.13,61.0,7,7.0,Ubisoft Montreal,T
Art of Fighting Anthology,PS2,2006.0,Fighting,Crave Entertainment,0.02,0.02,0.0,0.01,0.04,60.0,7,4.0,SNK Playmore,T
Ruff Trigger: The Vanocore Conspiracy,PS2,2006.0,Platform,Natsume,0.01,0.01,0.0,0.0,0.02,57.0,7,7.0,Playstos Entertainment,E10+
LEGO Star Wars II: The Original Trilogy,GBA,2006.0,Action,LucasArts,0.06,0.02,0.0,0.0,0.09,55.0,7,6.0,Amaze Entertainment,E
Rampage: Total Destruction,PS2,2006.0,Action,Midway Games,0.18,0.14,0.0,0.05,0.37,51.0,7,15.0,"Pipeworks Software, Inc.",E10+
Pirates: Legend of the Black Buccaneer,PS2,2006.0,Adventure,10TACLE Studios,0.01,0.01,0.0,0.0,0.02,42.0,7,5.0,WideScreen Games,T
Eureka Seven Vol. 2: The New Vision,PS2,2006.0,Shooter,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,40.0,7,5.0,Namco Bandai Games America,T
NCAA Football 07,XB,2006.0,Sports,Electronic Arts,0.42,0.12,0.0,0.01,0.56,88.0,6.9,10.0,EA Sports,E
Call of Duty 3,PS3,2006.0,Shooter,Activision,0.6,0.62,0.03,0.26,1.5,80.0,6.9,92.0,Treyarch,T
NCAA Football 07,X360,2006.0,Sports,Electronic Arts,0.67,0.0,0.0,0.06,0.73,79.0,6.9,20.0,EA Sports,E
Enchanted Arms,X360,2006.0,Role-Playing,Ubisoft,0.16,0.02,0.0,0.02,0.19,69.0,6.9,60.0,From Software,T
Driver: Parallel Lines,PS2,2006.0,Racing,Atari,0.12,0.1,0.03,0.03,0.28,69.0,6.9,74.0,Reflections Interactive,M
Spider-Man: Battle for New York,DS,2006.0,Platform,Activision,0.12,0.0,0.0,0.01,0.13,68.0,6.9,8.0,Torus Games,E10+
Blazing Angels: Squadrons of WWII,PS3,2006.0,Simulation,Ubisoft,0.35,0.22,0.0,0.1,0.66,67.0,6.9,9.0,Ubisoft,T
NFL Head Coach,PS2,2006.0,Sports,Electronic Arts,0.38,0.01,0.0,0.06,0.45,66.0,6.9,15.0,EA Tiburon,E
Chaos Wars,PS2,2006.0,Strategy,Idea Factory,0.0,0.0,0.04,0.0,0.04,64.0,6.9,9.0,Idea Factory,T
Teen Titans,GC,2006.0,Action,THQ,0.25,0.07,0.0,0.01,0.33,63.0,6.9,11.0,Artificial Mind and Movement,E10+
From Russia With Love,PSP,2006.0,Action,Electronic Arts,0.07,0.0,0.0,0.01,0.08,61.0,6.9,12.0,Rebellion,T
Blade Dancer: Lineage of Light,PSP,2006.0,Role-Playing,Atari,0.05,0.0,0.0,0.0,0.06,60.0,6.9,16.0,Hit Maker,E10+
FIFA Street 2,PSP,2006.0,Sports,Electronic Arts,0.07,0.05,0.0,0.02,0.13,58.0,6.9,17.0,EA Canada,E
Dirge of Cerberus: Final Fantasy VII,PS2,2006.0,Shooter,Square Enix,0.47,0.37,0.52,0.12,1.48,57.0,6.9,103.0,Square Enix,T
FIFA World Cup: Germany 2006,GBA,2006.0,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.03,57.0,6.9,7.0,EA Canada,E
Naruto: Uzumaki Chronicles 2,PS2,2006.0,Action,Namco Bandai Games,0.28,0.22,0.0,0.07,0.58,52.0,6.9,17.0,Cavia Inc.,T
Tiger Woods PGA Tour 07,XB,2006.0,Sports,Electronic Arts,0.13,0.05,0.0,0.01,0.19,81.0,6.8,6.0,EA Redwood Shores,E
Battlefield 2142,PC,2006.0,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.03,80.0,6.8,326.0,EA DICE,T
Top Spin 2,X360,2006.0,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01,0.17,75.0,6.8,25.0,Pam Development,E
Power Stone Collection,PSP,2006.0,Action,Capcom,0.08,0.0,0.0,0.01,0.1,74.0,6.8,6.0,Capcom,T
Blazing Angels: Squadrons of WWII,XB,2006.0,Simulation,Ubisoft,0.06,0.02,0.0,0.0,0.08,69.0,6.8,4.0,Ubisoft Romania,T
NBA Live 07,XB,2006.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.06,69.0,6.8,13.0,EA Sports,E
The Legend of Spyro: A New Beginning,DS,2006.0,Platform,Vivendi Games,0.33,0.01,0.0,0.03,0.37,68.0,6.8,8.0,Amaze Entertainment,E
Monster Kingdom: Jewel Summoner,PSP,2006.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,66.0,6.8,6.0,Gaia (Sony),T
Armored Core 4,PS3,2006.0,Simulation,505 Games,0.09,0.0,0.09,0.01,0.2,65.0,6.8,25.0,From Software,T
Micro Machines V4,PS2,2006.0,Racing,Codemasters,0.01,0.0,0.0,0.0,0.01,64.0,6.8,8.0,Supersonic Software,E
Red Steel,Wii,2006.0,Shooter,Ubisoft,0.54,0.03,0.04,0.05,0.67,63.0,6.8,121.0,Ubisoft Paris,T
NBA 07,PS2,2006.0,Sports,Sony Computer Entertainment,0.01,0.01,0.0,0.0,0.02,63.0,6.8,5.0,SCEA,E
Touch Detective,DS,2006.0,Adventure,505 Games,0.06,0.02,0.0,0.01,0.09,60.0,6.8,6.0,BeeWorks,E10+
Online Chess Kingdoms,PSP,2006.0,Misc,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02,60.0,6.8,6.0,Konami,E
Dawn of Mana,PS2,2006.0,Role-Playing,Square Enix,0.07,0.05,0.29,0.02,0.43,57.0,6.8,11.0,Square Enix,T
Rampage: Total Destruction,GC,2006.0,Action,Midway Games,0.31,0.08,0.0,0.01,0.4,57.0,6.7,6.0,"Pipeworks Software, Inc.",E10+
Dead or Alive Xtreme 2,X360,2006.0,Sports,Tecmo Koei,0.15,0.02,0.06,0.02,0.25,53.0,6.7,42.0,Team Ninja,M
Pokemon Battle Revolution,Wii,2006.0,Role-Playing,Nintendo,0.78,0.37,0.3,0.13,1.58,53.0,6.7,106.0,Genius Sonority Inc.,E
Super Monkey Ball Adventure,PS2,2006.0,Platform,Sega,0.01,0.01,0.0,0.0,0.03,53.0,6.7,10.0,TT Games,E
Gangs of London,PSP,2006.0,Adventure,Sony Computer Entertainment,0.3,0.43,0.0,0.22,0.95,52.0,6.7,18.0,SCEE London Studio,M
Happy Feet,Wii,2006.0,Action,Midway Games,0.12,0.0,0.0,0.01,0.14,46.0,6.7,16.0,Artificial Mind and Movement,E
NHL 2K7,PS3,2006.0,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12,79.0,6.6,5.0,Kush Games,E10+
Guilty Gear Judgment,PSP,2006.0,Fighting,Majesco Entertainment,0.13,0.0,0.02,0.01,0.16,77.0,6.6,8.0,Arc System Works,T
NHL 07,PSP,2006.0,Sports,Electronic Arts,0.13,0.02,0.0,0.02,0.17,76.0,6.6,23.0,EA Sports,E10+
FIFA World Cup Germany 2006,X360,2006.0,Sports,Electronic Arts,0.19,0.27,0.01,0.0,0.48,72.0,6.6,33.0,EA Canada,E
Worms: Open Warfare,PSP,2006.0,Strategy,THQ,0.11,0.43,0.0,0.23,0.77,70.0,6.6,18.0,Team 17,E10+
Naruto: Ultimate Ninja Heroes,PSP,2006.0,Fighting,Namco Bandai Games,0.26,0.0,0.0,0.0,0.26,70.0,6.6,11.0,Bandai,T
Rumble Roses XX,X360,2006.0,Fighting,Konami Digital Entertainment,0.07,0.01,0.04,0.01,0.13,62.0,6.6,28.0,Konami,M
The Fast and the Furious,PS2,2006.0,Racing,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,59.0,6.6,24.0,Eutechnyx,T
Wii Play,Wii,2006.0,Misc,Nintendo,13.96,9.18,2.93,2.84,28.92,58.0,6.6,129.0,Nintendo,E
Call of Duty 3,X360,2006.0,Shooter,Activision,1.49,0.92,0.02,0.27,2.7,82.0,6.5,233.0,Treyarch,T
Neverwinter Nights 2,PC,2006.0,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.02,82.0,6.5,565.0,Obsidian Entertainment,T
Winning Eleven: Pro Evolution Soccer 2007,X360,2006.0,Sports,Konami Digital Entertainment,0.09,0.0,0.0,0.01,0.1,79.0,6.5,33.0,KCET,E
Madden NFL 07,DS,2006.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,70.0,6.5,10.0,Exient Entertainment,E
Blitz: The League,X360,2006.0,Sports,Midway Games,0.15,0.0,0.0,0.01,0.16,69.0,6.5,14.0,Midway,M
Final Fantasy XI,X360,2006.0,Role-Playing,Square Enix,0.17,0.01,0.0,0.01,0.19,66.0,6.5,33.0,Square Enix,T
Aedis Eclipse: Generation of Chaos,PSP,2006.0,Role-Playing,Idea Factory,0.02,0.0,0.0,0.0,0.02,62.0,6.5,11.0,"Neverland, Idea Factory",E10+
Avatar: The Last Airbender,GC,2006.0,Adventure,THQ,0.39,0.1,0.0,0.01,0.5,60.0,6.5,4.0,AWE Games,E10+
Naruto: Ninja Council 3,DS,2006.0,Action,D3Publisher,0.39,0.0,0.0,0.03,0.42,56.0,6.5,13.0,Aspect,E10+
Disgaea 2: Cursed Memories,PS2,2006.0,Role-Playing,Tecmo Koei,0.09,0.07,0.15,0.02,0.33,84.0,6.4,42.0,Nippon Ichi Software,T
Bionicle Heroes,DS,2006.0,Shooter,Eidos Interactive,0.06,0.0,0.0,0.0,0.06,72.0,6.4,15.0,Amaze Entertainment,T
Over the Hedge,DS,2006.0,Platform,Activision,0.24,0.01,0.0,0.02,0.27,71.0,6.4,9.0,Vicarious Visions,E
Dungeon Maker: Hunting Ground,PSP,2006.0,Role-Playing,Global A Entertainment,0.03,0.0,0.0,0.0,0.03,70.0,6.4,8.0,Global A,E10+
Avatar: The Last Airbender,DS,2006.0,Adventure,THQ,0.3,0.01,0.0,0.03,0.33,64.0,6.4,7.0,TOSE,E
SpongeBob SquarePants: The Yellow Avenger,PSP,2006.0,Action,THQ,0.55,0.21,0.0,0.16,0.92,48.0,6.4,13.0,Tantalus Interactive,E
Onechanbara: Bikini Samurai Squad,X360,2006.0,Action,D3Publisher,0.11,0.01,0.0,0.01,0.13,39.0,6.4,55.0,Tamsoft,M
Far Cry Instincts Evolution,XB,2006.0,Shooter,Ubisoft,0.06,0.02,0.0,0.0,0.08,78.0,6.3,32.0,Ubisoft Montreal,M
Need for Speed Carbon,X360,2006.0,Racing,Electronic Arts,0.76,0.69,0.02,0.18,1.65,77.0,6.3,82.0,EA Canada,E10+
NBA 07,PS3,2006.0,Sports,Sony Computer Entertainment,0.24,0.0,0.01,0.02,0.27,63.0,6.3,10.0,SCEA,E
Viewtiful Joe: Red Hot Rumble,PSP,2006.0,Action,Capcom,0.08,0.0,0.0,0.01,0.09,63.0,6.3,6.0,Clover Studio,T
Avatar: The Last Airbender,PSP,2006.0,Adventure,THQ,0.1,0.0,0.0,0.01,0.11,57.0,6.3,10.0,TOSE,E10+
Valhalla Knights,PSP,2006.0,Role-Playing,Rising Star Games,0.15,0.0,0.07,0.01,0.24,53.0,6.3,15.0,K2 LLC,E10+
Family Guy,PSP,2006.0,Action,Take-Two Interactive,0.18,0.0,0.0,0.02,0.19,51.0,6.3,15.0,High Voltage Software,M
X-Men: The Official Game,GC,2006.0,Action,Activision,0.12,0.03,0.0,0.0,0.15,50.0,6.3,8.0,Hypnos,T
Far Cry Instincts Predator,X360,2006.0,Shooter,Ubisoft,0.2,0.03,0.0,0.02,0.24,78.0,6.2,80.0,Ubisoft Montreal,M
FIFA World Cup Germany 2006,GC,2006.0,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.13,76.0,6.2,5.0,EA Canada,E
Superman Returns,X360,2006.0,Action,Electronic Arts,0.23,0.01,0.0,0.02,0.26,51.0,6.2,49.0,EA Tiburon,T
Jaws Unleashed,XB,2006.0,Action,THQ,0.11,0.03,0.0,0.01,0.15,51.0,6.2,9.0,Appaloosa Interactive,M
Final Fight: Streetwise,PS2,2006.0,Action,Capcom,0.03,0.02,0.0,0.01,0.05,43.0,6.2,11.0,Capcom,M
Cars,X360,2006.0,Racing,THQ,0.22,0.01,0.0,0.02,0.25,65.0,6.1,8.0,Rainbow Studios,E
WarTech: Senko no Ronde,X360,2006.0,Fighting,Ubisoft,0.04,0.0,0.0,0.0,0.04,60.0,6.1,7.0,G.Rev,T
